AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 3 5 4 0 7 
4 0 5 3 1 7 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 1 1 0 1 9 
8 0 0 0 0 0 
9 1 5 2 0 8 
10 9 4 4 1 6 
