AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 24 0 0 0 
2 1 22 0 0 0 
3 0 2 1 0 4 
4 2 2 1 0 4 
5 3 16 1 0 1 
6 18 17 0 0 0 
7 1 1 0 1 4 
8 5 22 0 0 0 
9 0 0 0 0 5 
10 1 1 4 0 3 
