link load
1-2 0.551837
2-1 0.652041
1-3 1
3-1 0.671224
1-4 1
4-1 0.888571
2-5 0.573878
5-2 0.466327
5-6 0.719592
6-5 0.429184
1-7 1
7-1 0.927143
6-8 0.786122
8-6 0.547959
8-9 1
9-8 0.419388
6-10 0.998571
10-6 0.758776
