AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 1 99 0 0 0 
3 2 11 11 1 12 
4 0 10 7 0 15 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
8 0 0 0 0 0 
9 3 40 5 2 8 
10 0 7 4 1 16 
