link load
1-2 1
2-1 0.37898
2-3 1
3-2 0.27
1-4 1
4-1 0.000204082
3-5 1
5-3 0.756735
5-6 1
6-5 0.0865306
3-7 1
7-3 0.771633
7-8 1
8-7 0.000204082
5-9 1
9-5 0.0681633
3-10 1
10-3 0.000204082
