AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 17 39 0 1 0 
2 17 11 3 0 5 
3 17 9 0 1 6 
4 2 7 4 1 6 
5 17 11 2 2 4 
6 20 12 1 2 4 
7 6 16 3 0 5 
8 16 16 1 0 5 
9 8 12 4 3 3 
10 10 9 2 2 5 
11 11 11 5 1 4 
12 9 8 5 2 4 
13 6 8 1 2 6 
14 6 8 5 1 5 
15 7 17 3 1 4 
