#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8
696 3 0 0 0 0 0 0 0 0
697 3 0 0 0 0 0 0 0 0
698 6 0 0 0 0 0 0 0 0
699 1 0 0 0 0 0 0 0 0
700 4 0 0 0 0 0 0 0 0
701 2 0 0 0 0 0 0 0 0
702 0 0 0 0 0 0 0 0 0
703 0 0 0 0 0 0 0 0 0
704 2 0 0 0 0 0 0 0 0
705 0 0 0 0 0 0 0 0 0
706 2 0 0 0 0 0 0 0 0
707 0 0 0 0 0 0 0 0 0
708 1 0 0 0 0 0 0 0 0
709 0 0 0 0 0 0 0 0 0
710 2 0 0 0 0 0 0 0 0
711 0 0 0 0 0 0 0 0 0
712 1 0 0 0 0 0 0 0 0
713 2 0 0 0 0 0 0 0 0
714 2 0 0 0 0 0 0 0 0
715 0 0 0 0 0 0 0 0 0
716 6 0 0 0 0 0 0 0 0
717 1 0 0 0 0 0 0 0 0
718 2 0 0 0 0 0 0 0 0
719 1 0 0 0 0 0 0 0 0
720 5 0 0 0 0 0 0 0 0
721 2 0 0 0 0 0 0 0 0
722 0 0 0 0 0 0 0 0 0
723 0 0 0 0 0 0 0 0 0
724 2 0 0 0 0 0 0 0 0
725 2 0 0 0 0 0 0 0 0
726 5 0 0 0 0 0 0 0 0
727 2 0 0 0 0 0 0 0 0
728 1 0 0 0 0 0 0 0 0
729 2 0 0 0 0 0 0 0 0
730 0 0 0 0 0 0 0 0 0
731 0 0 0 0 0 0 0 0 0
732 0 0 0 0 0 0 0 0 0
733 0 0 0 0 0 0 0 0 0
734 0 0 0 0 0 0 0 0 0
735 5 0 0 0 0 0 0 0 0
736 0 0 0 0 0 0 0 0 0
737 1 0 0 0 0 0 0 0 0
738 2 0 0 0 0 0 0 0 0
739 0 0 0 0 0 0 0 0 0
740 3 0 0 0 0 0 0 0 0
741 1 0 0 0 0 0 0 0 0
742 0 0 0 0 0 0 0 0 0
743 4 0 0 0 0 0 0 0 0
744 1 0 0 0 0 0 0 0 0
745 0 0 0 0 0 0 0 0 0
746 1 0 0 0 0 0 0 0 0
747 2 0 0 0 0 0 0 0 0
748 1 0 0 0 0 0 0 0 0
749 3 0 0 0 0 0 0 0 0
750 0 0 0 0 0 0 0 0 0
751 0 0 0 0 0 0 0 0 0
752 2 0 0 0 0 0 0 0 0
753 1 0 0 0 0 0 0 0 0
754 1 0 0 0 0 0 0 0 0
755 1 0 0 0 0 0 0 0 0
756 3 0 0 0 0 0 0 0 0
757 0 0 0 0 0 0 0 0 0
758 1 0 0 0 0 0 0 0 0
759 1 0 0 0 0 0 0 0 0
760 1 0 0 0 0 0 0 0 0
761 2 0 0 0 0 0 0 0 0
762 4 0 0 0 0 0 0 0 0
763 4 0 0 0 0 0 0 0 0
764 0 0 0 0 0 0 0 0 0
765 1 0 0 0 0 0 0 0 0
766 3 0 0 0 0 0 0 0 0
767 0 0 0 0 0 0 0 0 0
768 1 0 0 0 0 0 0 0 0
769 2 0 0 0 0 0 0 0 0
770 0 0 0 0 0 0 0 0 0
771 0 0 0 0 0 0 0 0 0
772 0 0 0 0 0 0 0 0 0
773 0 0 0 0 0 0 0 0 0
774 0 0 0 0 0 0 0 0 0
775 0 0 0 0 0 0 0 0 0
776 2 0 0 0 0 0 0 0 0
777 1 0 0 0 0 0 0 0 0
778 1 0 0 0 0 0 0 0 0
779 0 0 0 0 0 0 0 0 0
780 4 0 0 0 0 0 0 0 0
781 0 0 0 0 0 0 0 0 0
782 0 0 0 0 0 0 0 0 0
783 1 0 0 0 0 0 0 0 0
784 2 0 0 0 0 0 0 0 0
785 1 0 0 0 0 0 0 0 0
786 4 0 0 0 0 0 0 0 0
787 5 0 0 0 0 0 0 0 0
788 3 0 0 0 0 0 0 0 0
789 0 0 0 0 0 0 0 0 0
790 1 0 0 0 0 0 0 0 0
791 3 0 0 0 0 0 0 0 0
792 1 0 0 0 0 0 0 0 0
793 0 0 0 0 0 0 0 0 0
794 7 0 0 0 0 0 0 0 0
795 3 0 0 0 0 0 0 0 0
796 0 0 0 0 0 0 0 0 0
797 2 0 0 0 0 0 0 0 0
798 0 0 0 0 0 0 0 0 0
799 1 0 0 0 0 0 0 0 0
800 0 0 0 0 0 0 0 0 0
801 0 0 0 0 0 0 0 0 0
802 1 0 0 0 0 0 0 0 0
803 5 0 0 0 0 0 0 0 0
804 2 0 0 0 0 0 0 0 0
805 2 0 0 0 0 0 0 0 0
806 0 0 0 0 0 0 0 0 0
807 0 0 0 0 0 0 0 0 0
808 0 0 0 0 0 0 0 0 0
809 4 0 0 0 0 0 0 0 0
810 2 0 0 0 0 0 0 0 0
811 1 0 0 0 0 0 0 0 0
812 0 0 0 0 0 0 0 0 0
813 0 0 0 0 0 0 0 0 0
814 3 0 0 0 0 0 0 0 0
815 0 0 0 0 0 0 0 0 0
816 6 0 0 0 0 0 0 0 0
817 4 0 0 0 0 0 0 0 0
818 0 0 0 0 0 0 0 0 0
819 0 0 0 0 0 0 0 0 0
820 1 0 0 0 0 0 0 0 0
821 0 0 0 0 0 0 0 0 0
822 2 0 0 0 0 0 0 0 0
823 0 0 0 0 0 0 0 0 0
824 1 0 0 0 0 0 0 0 0
825 0 0 0 0 0 0 0 0 0
826 2 0 0 0 0 0 0 0 0
827 0 0 0 0 0 0 0 0 0
828 0 0 0 0 0 0 0 0 0
829 2 0 0 0 0 0 0 0 0
830 1 0 0 0 0 0 0 0 0
831 0 0 0 0 0 0 0 0 0
832 0 0 0 0 0 0 0 0 0
833 0 0 0 0 0 0 0 0 0
834 0 0 0 0 0 0 0 0 0
835 3 0 0 0 0 0 0 0 0
836 2 0 0 0 0 0 0 0 0
837 0 0 0 0 0 0 0 0 0
838 2 0 0 0 0 0 0 0 0
839 4 0 0 0 0 0 0 0 0
840 2 0 0 0 0 0 0 0 0
841 1 0 0 0 0 0 0 0 0
842 0 0 0 0 0 0 0 0 0
843 2 0 0 0 0 0 0 0 0
844 1 0 0 0 0 0 0 0 0
845 2 0 0 0 0 0 0 0 0
846 0 0 0 0 0 0 0 0 0
847 0 0 0 0 0 0 0 0 0
848 0 0 0 0 0 0 0 0 0
849 0 0 0 0 0 0 0 0 0
850 2 0 0 0 0 0 0 0 0
851 0 0 0 0 0 0 0 0 0
852 0 0 0 0 0 0 0 0 0
853 0 0 0 0 0 0 0 0 0
854 0 0 0 0 0 0 0 0 0
855 0 0 0 0 0 0 0 0 0
856 1 0 0 0 0 0 0 0 0
857 0 0 0 0 0 0 0 0 0
858 1 0 0 0 0 0 0 0 0
859 0 0 0 0 0 0 0 0 0
860 0 0 0 0 0 0 0 0 0
861 0 0 0 0 0 0 0 0 0
862 1 0 0 0 0 0 0 0 0
863 2 0 0 0 0 0 0 0 0
864 2 0 0 0 0 0 0 0 0
865 0 0 0 0 0 0 0 0 0
866 3 0 0 0 0 0 0 0 0
867 0 0 0 0 0 0 0 0 0
868 2 0 0 0 0 0 0 0 0
869 3 0 0 0 0 0 0 0 0
870 1 0 0 0 0 0 0 0 0
871 2 0 0 0 0 0 0 0 0
872 0 0 0 0 0 0 0 0 0
873 0 0 0 0 0 0 0 0 0
874 0 0 0 0 0 0 0 0 0
875 1 0 0 0 0 0 0 0 0
876 0 0 0 0 0 0 0 0 0
877 0 0 0 0 0 0 0 0 0
878 2 0 0 0 0 0 0 0 0
879 0 0 0 0 0 0 0 0 0
880 2 0 0 0 0 0 0 0 0
881 0 0 0 0 0 0 0 0 0
882 2 0 0 0 0 0 0 0 0
883 3 0 0 0 0 0 0 0 0
884 5 0 0 0 0 0 0 0 0
885 2 0 0 0 0 0 0 0 0
886 1 0 0 0 0 0 0 0 0
887 1 0 0 0 0 0 0 0 0
888 0 0 0 0 0 0 0 0 0
889 0 0 0 0 0 0 0 0 0
890 0 0 0 0 0 0 0 0 0
891 1 0 0 0 0 0 0 0 0
892 2 0 0 0 0 0 0 0 0
893 1 0 0 0 0 0 0 0 0
894 1 0 0 0 0 0 0 0 0
895 0 0 0 0 0 0 0 0 0
896 0 0 0 0 0 0 0 0 0
897 0 0 0 0 0 0 0 0 0
898 4 0 0 0 0 0 0 0 0
899 1 0 0 0 0 0 0 0 0
900 0 0 0 0 0 0 0 0 0
901 0 0 0 0 0 0 0 0 0
902 2 0 0 0 0 0 0 0 0
903 1 0 0 0 0 0 0 0 0
904 0 0 0 0 0 0 0 0 0
905 2 0 0 0 0 0 0 0 0
906 2 0 0 0 0 0 0 0 0
907 0 0 0 0 0 0 0 0 0
908 1 0 0 0 0 0 0 0 0
909 1 0 0 0 0 0 0 0 0
910 0 0 0 0 0 0 0 0 0
911 2 0 0 0 0 0 0 0 0
912 0 0 0 0 0 0 0 0 0
913 2 0 0 0 0 0 0 0 0
914 3 0 0 0 0 0 0 0 0
915 0 0 0 0 0 0 0 0 0
916 0 0 0 0 0 0 0 0 0
917 0 0 0 0 0 0 0 0 0
918 0 0 0 0 0 0 0 0 0
919 2 0 0 0 0 0 0 0 0
920 4 0 0 0 0 0 0 0 0
921 0 0 0 0 0 0 0 0 0
922 0 0 0 0 0 0 0 0 0
923 0 0 0 0 0 0 0 0 0
924 0 0 0 0 0 0 0 0 0
925 0 0 0 0 0 0 0 0 0
926 0 0 0 0 0 0 0 0 0
927 0 0 0 0 0 0 0 0 0
928 1 0 0 0 0 0 0 0 0
929 0 0 0 0 0 0 0 0 0
930 5 0 0 0 0 0 0 0 0
931 3 0 0 0 0 0 0 0 0
932 1 0 0 0 0 0 0 0 0
933 2 0 0 0 0 0 0 0 0
934 3 0 0 0 0 0 0 0 0
935 0 0 0 0 0 0 0 0 0
936 0 0 0 0 0 0 0 0 0
937 0 0 0 0 0 0 0 0 0
938 3 0 0 0 0 0 0 0 0
939 2 0 0 0 0 0 0 0 0
940 2 0 0 0 0 0 0 0 0
941 0 0 0 0 0 0 0 0 0
942 0 0 0 0 0 0 0 0 0
943 0 0 0 0 0 0 0 0 0
944 3 0 0 0 0 0 0 0 0
945 0 0 0 0 0 0 0 0 0
946 1 0 0 0 0 0 0 0 0
947 0 0 0 0 0 0 0 0 0
948 0 0 0 0 0 0 0 0 0
949 2 0 0 0 0 0 0 0 0
950 1 0 0 0 0 0 0 0 0
951 1 0 0 0 0 0 0 0 0
952 2 0 0 0 0 0 0 0 0
953 0 0 0 0 0 0 0 0 0
954 3 0 0 0 0 0 0 0 0
955 0 0 0 0 0 0 0 0 0
956 0 0 0 0 0 0 0 0 0
957 0 0 0 0 0 0 0 0 0
958 2 0 0 0 0 0 0 0 0
959 0 0 0 0 0 0 0 0 0
960 4 0 0 0 0 0 0 0 0
961 0 0 0 0 0 0 0 0 0
962 1 0 0 0 0 0 0 0 0
963 0 0 0 0 0 0 0 0 0
964 1 0 0 0 0 0 0 0 0
965 1 0 0 0 0 0 0 0 0
966 2 0 0 0 0 0 0 0 0
967 1 0 0 0 0 0 0 0 0
968 2 0 0 0 0 0 0 0 0
969 0 0 0 0 0 0 0 0 0
970 0 0 0 0 0 0 0 0 0
971 1 0 0 0 0 0 0 0 0
972 0 0 0 0 0 0 0 0 0
973 2 0 0 0 0 0 0 0 0
974 1 0 0 0 0 0 0 0 0
975 0 0 0 0 0 0 0 0 0
976 3 0 0 0 0 0 0 0 0
977 2 0 0 0 0 0 0 0 0
978 0 0 0 0 0 0 0 0 0
979 0 0 0 0 0 0 0 0 0
980 1 0 0 0 0 0 0 0 0
981 1 0 0 0 0 0 0 0 0
982 0 0 0 0 0 0 0 0 0
983 1 0 0 0 0 0 0 0 0
984 0 0 0 0 0 0 0 0 0
985 0 0 0 0 0 0 0 0 0
986 0 0 0 0 0 0 0 0 0
987 0 0 0 0 0 0 0 0 0
988 1 0 0 0 0 0 0 0 0
989 1 0 0 0 0 0 0 0 0
990 2 0 0 0 0 0 0 0 0
991 1 0 0 0 0 0 0 0 0
992 2 0 0 0 0 0 0 0 0
993 0 0 0 0 0 0 0 0 0
994 3 0 0 0 0 0 0 0 0
995 0 0 0 0 0 0 0 0 0
996 1 0 0 0 0 0 0 0 0
997 0 0 0 0 0 0 0 0 0
998 2 0 0 0 0 0 0 0 0
999 1 0 0 0 0 0 0 0 0
1000 0 0 0 0 0 0 0 0 0
