AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 3 8 0 0 1 
3 0 2 1 0 2 
4 1 0 0 1 2 
5 3 3 0 0 2 
6 0 2 1 0 2 
7 3 3 0 0 2 
8 0 0 2 0 2 
