link load
1-2 1
2-1 0
2-3 1
3-2 0
1-4 1
4-1 0
3-5 0.738095
5-3 0
5-6 1
6-5 0
3-7 1
7-3 0.466667
7-8 1
8-7 0
5-9 1
9-5 0.0285714
3-10 1
10-3 0.338095
