link load
2-1 1
1-2 0.377143
11-1 1
1-11 0.864286
11-2 1
2-11 0.885102
11-10 1
10-11 0.596327
3-2 1
2-3 0.712041
4-3 0.951429
3-4 1
5-4 0.0955102
4-5 1
6-5 0.982041
5-6 1
7-6 1
6-7 0.464694
8-4 1
4-8 0.633061
8-7 1
7-8 6.125168399695231e-16
9-3 1
3-9 0.784898
9-8 0.401429
8-9 1
10-9 0.0308163
9-10 1
