AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 13 41 
2 0 0 0 0 41 
3 0 0 41 41 41 
4 0 0 41 41 41 
5 0 0 0 0 41 
6 0 0 0 0 41 
7 0 0 41 41 41 
8 0 0 0 11 41 
9 0 0 33 41 41 
10 0 0 41 41 41 
