#q1_cache #q1_prod #q2_cache #q2_prod #q3_cache #q3_prod #q4_cache #q4_prod #q5_cache #q5_prod tot_req
0 79 343 2188.27 427 338.875 594 -2.829186599281489e-12 2264.57 1562.49 7863
