AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 9 
2 0 0 0 0 9 
3 0 0 0 0 9 
4 0 0 0 0 9 
5 0 0 0 0 9 
6 0 0 0 0 9 
7 0 0 0 0 9 
8 0 0 0 0 10 
9 0 0 0 0 9 
10 0 0 0 0 9 
