#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 3220 1 0 0 0 0 0 1 0 0 0 0
2 1564 1 0 0 0 1 0 0 0 0 0 0
3 1057 0 0 0 0 0 0 0 0 0 0 0
4 825 0 0 0 0 0 0 0 0 0 0 1
5 642 1 0 0 0 0 0 0 0 0 0 0
6 573 0 1 0 0 0 0 0 0 0 0 0
7 446 0 0 0 0 0 0 0 0 0 1 0
8 352 0 0 0 0 0 0 0 0 0 0 1
9 346 0 0 0 0 0 0 0 0 0 0 0
10 332 0 0 0 0 0 0 0 0 1 0 0
11 279 0 0 0 0 0 0 0 0 0 0 0
12 241 0 0 0 0 0 0 0 0 0 0 0
13 260 0 0 0 1 0 0 0 0 0 0 0
14 216 0 0 0 0 0 0 0 0 0 0 0
15 207 0 0 0 0 0 0 0 0 0 0 0
16 186 0 0 0 0 0 0 0 0 0 0 0
17 193 0 0 0 0 0 0 0 1 0 0 0
18 155 0 0 0 0 0 0 0 0 0 0 0
19 166 0 0 0 0 0 0 0 0 0 0 0
20 153 0 0 0 0 0 0 0 0 0 0 0
21 154 0 0 0 0 0 0 0 0 0 0 0
22 138 0 0 0 0 0 0 0 0 0 0 0
23 139 0 0 0 1 0 0 0 0 0 0 0
24 148 0 0 0 0 0 0 0 0 0 0 0
25 120 0 0 0 0 0 0 0 0 0 0 0
26 101 0 0 0 0 0 0 0 0 0 0 0
27 102 0 0 0 0 0 0 0 0 0 0 0
28 126 0 0 0 0 0 0 0 0 0 0 0
29 103 0 0 0 0 0 0 0 0 0 0 0
30 109 0 0 0 0 0 0 0 0 0 0 0
31 93 0 0 0 0 0 0 0 0 0 0 0
32 91 0 0 0 0 0 0 0 0 0 0 0
33 91 0 0 0 0 0 0 0 0 0 0 0
34 79 0 0 0 0 0 0 0 0 0 0 0
35 85 0 0 0 0 0 0 0 0 0 0 0
36 91 0 0 0 0 0 0 0 0 0 0 0
37 86 0 0 0 0 0 0 0 0 0 0 0
38 90 0 0 0 0 0 0 0 0 0 0 0
39 64 0 0 0 0 0 0 0 0 0 0 0
40 89 0 0 0 0 0 0 0 0 0 0 0
41 87 0 0 0 0 0 0 0 0 0 0 0
42 75 0 0 0 0 0 0 0 0 0 0 1
43 75 0 0 0 0 0 0 0 0 0 0 0
44 76 0 0 0 0 0 0 0 0 0 0 0
45 76 0 0 0 0 0 0 0 0 0 0 0
46 57 0 0 0 0 0 0 0 0 0 0 0
47 54 0 0 0 0 0 0 0 0 0 0 0
48 52 0 0 0 0 0 0 0 0 0 0 0
49 61 0 0 0 0 0 0 0 0 0 0 0
50 55 0 0 0 0 0 0 0 0 0 0 0
51 74 0 0 0 0 0 0 0 0 0 0 0
52 57 0 0 0 0 0 0 0 0 0 0 0
53 63 0 0 0 0 0 0 0 0 0 0 0
54 61 0 0 0 0 0 0 0 0 0 0 0
55 66 0 0 0 0 0 0 0 0 0 0 0
56 69 0 0 0 0 0 0 0 0 0 0 0
57 52 0 0 0 0 0 0 0 0 0 0 0
58 53 0 0 0 0 0 0 0 0 0 0 0
59 47 0 0 0 0 0 0 0 0 0 0 0
60 47 0 0 0 0 0 0 0 0 0 0 0
61 54 0 0 0 0 0 0 0 0 0 0 0
62 52 0 0 0 0 0 0 0 0 0 0 0
63 48 0 0 0 0 0 0 0 0 0 0 0
64 49 0 0 0 0 0 0 0 0 0 0 0
65 45 0 0 0 0 0 0 0 0 0 0 0
66 42 0 0 0 0 0 0 0 0 0 0 0
67 41 0 0 0 0 0 0 0 0 0 0 0
68 36 0 0 0 0 0 0 0 0 0 0 0
69 38 0 0 0 0 0 0 0 0 0 0 0
70 48 0 0 0 0 0 0 0 0 0 0 0
71 33 0 0 0 0 0 0 0 0 0 0 0
72 41 0 0 0 0 0 0 0 0 0 0 0
73 46 0 0 1 0 0 0 0 0 0 0 0
74 36 0 0 0 0 1 0 0 0 0 0 0
75 52 0 0 0 0 0 0 0 0 0 0 0
76 47 0 0 0 0 0 0 0 1 0 0 0
77 36 0 0 0 0 0 0 0 0 0 0 0
78 45 0 0 0 0 0 0 0 0 0 0 0
79 39 0 0 0 0 0 0 0 0 0 0 0
80 33 0 0 0 0 0 0 0 0 0 0 0
81 36 0 0 0 0 0 0 0 0 0 0 0
82 34 0 0 0 0 0 0 0 0 0 0 0
83 42 0 0 0 0 0 0 0 0 0 0 0
84 39 0 0 0 0 0 0 0 0 0 0 0
85 45 0 0 0 0 0 0 0 0 0 0 0
86 36 0 0 0 0 0 0 0 0 0 0 0
87 30 0 0 0 0 0 0 0 0 0 0 0
88 40 0 0 0 0 0 0 0 0 0 0 0
89 36 0 0 0 0 0 0 0 0 0 0 0
90 30 0 0 0 0 0 0 0 0 0 0 0
91 30 0 0 0 0 0 0 0 0 0 0 0
92 34 0 0 0 0 0 0 0 0 0 0 0
93 29 0 0 0 0 0 0 0 0 0 0 0
94 38 0 0 0 0 0 0 0 0 0 0 0
95 36 0 0 0 0 0 0 0 0 0 0 0
96 39 0 0 0 0 0 0 0 0 0 0 0
97 25 0 0 0 0 0 0 0 0 0 0 0
98 35 0 0 0 0 0 0 0 0 0 0 0
99 34 0 0 0 0 0 0 0 0 0 0 0
100 26 0 0 0 0 0 0 0 0 0 0 0
