AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 4 3 0 0 0 
2 9 1 0 0 0 
3 6 1 0 0 0 
4 7 2 0 0 0 
5 2 2 1 0 0 
6 0 0 0 0 1 
7 1 1 0 1 0 
8 5 2 0 0 0 
9 3 1 1 0 0 
10 1 1 0 1 0 
11 4 3 0 0 0 
