AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 5 2 1 1 
2 0 5 1 1 0 
3 0 5 2 0 0 
4 1 5 1 0 0 
5 11 5 2 1 1 
6 1 5 2 0 1 
7 0 5 2 1 1 
8 5 5 2 1 1 
9 0 5 2 1 1 
10 0 5 2 0 0 
