link load
2-1 1
1-2 -4.059316148525294e-15
11-1 1
1-11 0.987143
11-2 0.987143
2-11 1
11-10 1
10-11 0
3-2 1
2-3 0.987143
4-3 1
3-4 1
5-4 0
4-5 0.915714
6-5 0.628571
5-6 0.421429
7-6 1
6-7 0.278571
8-4 1
4-8 0.284286
8-7 1
7-8 0.000612245
9-3 1
3-9 0.987143
9-8 0.987143
8-9 1
10-9 0
9-10 0.742857
