link load
1-2 1
2-1 1
2-3 1
3-2 1
2-4 1
4-2 1
4-5 1
5-4 1
2-6 1
6-2 1
3-7 1
7-3 1
6-8 1
8-6 1
3-9 1
9-3 1
2-10 0
10-2 0
