#q1_cache #q1_prod #q2_cache #q2_prod #q3_cache #q3_prod #q4_cache #q4_prod #q5_cache #q5_prod tot_req
569.333 123.667 1277.43 1647.57 1145 1135 891.24 212.76 2550 1339 10965
