#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 1533 0 0 0 0 1 1 0 0 0 0 0
2 838 0 0 0 0 0 0 0 0 0 1 0
3 514 0 0 0 0 0 0 1 0 0 0 0
4 403 1 0 0 0 0 0 0 0 0 0 0
5 325 0 0 0 0 0 0 0 0 0 0 0
6 264 0 0 0 0 0 0 0 0 0 0 0
7 224 0 0 0 0 0 0 0 0 0 0 0
8 198 0 0 0 0 0 0 0 0 0 0 0
9 185 0 0 0 0 0 0 0 0 0 0 0
10 146 0 0 0 0 0 0 0 0 0 0 0
11 153 0 0 0 0 0 0 0 0 0 0 0
12 121 0 0 0 0 0 0 0 0 0 0 0
13 117 0 0 0 0 0 0 0 0 0 0 0
14 131 0 0 0 0 0 0 0 0 0 0 0
15 110 0 0 0 0 0 0 0 0 0 0 0
16 96 0 0 0 0 0 0 0 0 0 0 0
17 82 0 0 0 0 0 0 0 0 0 0 0
18 89 0 0 0 0 0 0 0 0 0 0 0
19 81 0 0 0 0 0 0 0 0 0 0 0
20 68 0 0 0 0 0 0 0 0 0 0 0
21 86 0 0 0 0 0 0 0 0 0 0 0
22 73 0 0 0 0 0 0 0 0 0 0 0
23 68 0 0 0 0 0 0 0 0 0 0 0
24 65 0 0 0 0 0 0 0 0 0 0 0
25 65 0 0 0 0 0 0 0 0 0 0 0
26 79 0 0 0 0 0 0 0 0 0 0 0
27 51 0 0 0 0 0 0 0 0 0 0 0
28 53 0 0 0 0 0 0 0 0 0 0 0
29 61 0 0 0 0 0 0 0 0 0 0 0
30 62 0 0 0 0 0 0 0 0 0 0 0
31 42 0 0 0 0 0 0 0 0 0 0 0
32 56 0 0 0 0 0 0 0 0 0 0 0
33 60 0 0 0 0 0 0 0 0 0 0 0
34 51 0 0 0 0 0 0 0 0 0 0 0
35 42 0 0 0 0 0 0 0 0 0 0 0
36 30 0 0 0 0 0 0 0 0 0 0 0
37 52 0 0 0 0 0 0 0 0 0 0 0
38 56 0 0 0 0 0 0 0 0 0 0 0
39 45 0 0 0 0 0 0 0 0 0 0 0
40 36 0 0 0 0 0 0 0 0 0 0 0
41 36 0 0 0 0 0 0 0 0 0 0 0
42 37 0 0 0 0 0 0 0 0 0 0 0
43 35 0 0 0 0 0 0 0 0 0 0 0
44 35 0 0 0 0 0 0 0 0 0 0 0
45 26 0 0 0 0 0 0 0 0 0 0 0
46 35 0 0 0 0 0 0 0 0 0 0 0
47 29 0 0 0 0 0 0 0 0 0 0 0
48 32 0 0 0 0 0 0 0 0 0 0 0
49 26 0 0 0 0 0 0 0 0 0 0 0
50 33 0 0 0 0 0 0 0 0 0 0 0
51 22 0 0 0 0 0 0 0 0 0 0 0
52 30 0 0 0 0 0 0 0 0 0 0 0
53 29 0 0 0 0 0 0 0 0 0 0 0
54 35 0 0 0 0 0 0 0 0 0 0 0
55 30 0 0 0 0 0 0 0 0 0 0 0
56 27 0 0 0 0 0 0 0 0 0 0 0
57 37 0 0 0 0 0 0 0 0 0 0 0
58 25 0 0 0 0 0 0 0 0 0 0 0
59 15 0 0 0 0 0 0 0 0 0 0 0
60 15 0 0 0 0 0 0 0 0 0 0 0
61 28 0 0 0 0 0 0 0 0 0 0 0
62 22 0 0 0 0 0 0 0 0 0 0 0
63 30 0 0 0 0 0 0 0 0 0 0 0
64 21 0 0 0 0 0 0 0 0 0 0 0
65 24 0 0 0 0 0 0 0 0 0 0 0
66 27 0 0 0 0 0 0 0 0 0 0 0
67 23 0 0 0 0 0 0 0 0 0 0 0
68 18 0 0 0 0 0 0 0 0 0 0 0
69 22 0 0 0 0 0 0 0 0 0 0 0
70 25 0 0 0 0 0 0 0 0 0 0 0
71 13 0 0 0 0 0 0 0 0 0 0 0
72 16 0 0 0 0 0 0 0 0 0 0 0
73 17 0 0 0 0 0 0 0 0 0 0 0
74 19 0 0 0 0 0 0 0 0 0 0 0
75 23 0 0 0 0 0 0 0 0 0 0 0
76 16 0 0 0 0 0 0 0 0 0 0 0
77 14 0 0 0 0 0 0 0 0 0 0 0
78 20 0 0 0 0 0 0 0 0 0 0 0
79 17 0 0 0 0 0 0 0 0 0 0 0
80 20 0 0 0 0 0 0 0 0 0 0 0
81 19 0 0 0 0 0 0 0 0 0 0 0
82 28 0 0 0 0 0 0 0 0 0 0 0
83 17 0 0 0 0 0 0 0 0 0 0 0
84 20 0 0 0 0 0 0 0 0 0 0 0
85 17 0 0 0 0 0 0 0 0 0 0 0
86 10 0 0 0 0 0 0 0 0 0 0 0
87 15 0 0 0 0 0 0 0 0 0 0 0
88 16 0 0 0 0 0 0 0 0 0 0 0
89 15 0 0 0 0 0 0 0 0 0 0 0
90 22 0 0 0 0 0 0 0 0 0 0 0
91 6 0 0 0 0 0 0 0 0 0 0 0
92 20 0 0 0 0 0 0 0 0 0 0 0
93 17 0 0 0 0 0 0 0 0 0 0 0
94 17 0 0 0 0 0 0 0 0 0 0 0
95 14 0 0 0 0 0 0 0 0 0 0 0
96 20 0 0 0 0 0 0 0 0 0 0 0
97 11 0 0 0 0 0 0 0 0 0 0 0
98 18 0 0 0 0 0 0 0 0 0 0 0
99 22 0 0 0 0 0 0 0 0 0 0 0
100 16 0 0 0 0 0 0 0 0 0 0 0
