0 10 0	0 10 0	0 10 0
996 15 0.2992527736794761	982 15 0.2992527736794761	957 15 0.2992527736794761
2029 20 0.3178764909204775	2010 10 0.3209371348456679	1942 20 0.3201025251220289
3058 25 0.3217758598182112	2950 15 0.2972822496089642	2959 15 0.3349130332732724
4085 20 0.3459205482744786	3921 12 0.3196363920813727	3931 10 0.3197679009797097
5085 25 0.320303806899586	4903 9 0.3064134649484058	4939 14 0.2924430487676384
6072 29 0.3358525418407515	5870 11 0.2879810474173642	5947 19 0.3135265074905016
7065 24 0.335877152546164	6864 9 0.2976471798718348	6991 24 0.3244164718201584
8013 18 0.3259993357517271	7855 14 0.2863377227910613	7947 29 0.332025085134415
9005 22 0.3057676537855888	8898 16 0.3089417616566102	8941 34 0.3386559969232651
10027 26 0.320383112863698	9906 21 0.3193645790073236	9952 32 0.3466617477986039
10977 30 0.3250696473713139	10873 17 0.3310622751640121	10958 29 0.3544939988913066
11991 33 0.3328881389614265	11912 12 0.3192965130480251	11954 26 0.3520796463735542
13053 37 0.3315354343564817	12892 17 0.3006795963351453	12928 26 0.3470914265687103
14080 39 0.3426847482591554	13884 21 0.3220517129270866	13922 25 0.3422944024773771
15015 43 0.3425372628502301	14862 16 0.3290525141966565	14931 22 0.3470513592232615
16007 33 0.3489787476657888	15844 11 0.3169582802280799	15925 22 0.3329408420927177
17020 37 0.3550418028913968	16852 6 0.2923859084291454	16914 27 0.3405142508356281
18031 32 0.3537801999246451	17860 3 0.2601871636096208	17862 28 0.3494451213284094
19008 35 0.352903014115415	18853 8 0.2170126553606785	18900 27 0.3333841848444845
20046 39 0.3460841901449828	19852 13 0.2733067200129586	19860 27 0.3380566860224215
21119 44 0.3605211405804484	20866 8 0.30102597417031	20883 22 0.3406436211960132
22134 48 0.3585272403575046	21861 11 0.2725689727850678	21849 21 0.335918930048139
23108 42 0.3610606841644974	22883 6 0.2894926105977684	22818 20 0.3217246844975865
24102 34 0.3546299058943634	23898 8 0.2536222316928336	23811 23 0.3247216720372677
25128 37 0.3455398767437023	24903 8 0.2683488006786569	24843 22 0.3255602421950572
26096 32 0.3525240098256756	25900 13 0.2607324820424189	25833 25 0.336383809921042
27121 34 0.3429145805774626	26920 18 0.2892606134561512	26802 30 0.337878806359291
28138 27 0.3429662164103126	27910 13 0.3065185419715631	27807 30 0.3416482212913958
29098 32 0.3337636508982704	28931 10 0.2910932762480654	28806 29 0.3489498230520326
30121 24 0.3376817198238653	29910 15 0.2744453729960121	29801 24 0.3535343529877826
31140 28 0.3360223266329682	30880 20 0.3013014837639589	30840 20 0.3430476368173386
32134 31 0.3344868954461815	31908 25 0.3185973247075152	31814 24 0.3334843199666491
33117 36 0.3373522554781456	32844 20 0.326655564104628	32788 28 0.3376281054760961
34126 30 0.3501973104223006	33862 22 0.3208032296727112	33744 33 0.3450490594627901
35098 23 0.3419727712004011	34904 27 0.3232376055982887	34756 28 0.3520058934356158
36111 18 0.3331083558035562	35901 32 0.3372121077189968	35792 30 0.3399435519682433
37153 23 0.3210722234021146	36881 27 0.3451762694194868	36845 28 0.3375523583127573
38041 18 0.3278906659458838	37857 32 0.3351678375447517	37882 33 0.3361657591384576
39019 20 0.3055455447107218	38876 37 0.3441111635536687	38896 38 0.343426007139061
40049 25 0.3218946957294667	39849 39 0.3486558604891976	39964 33 0.3511073574269829
41000 28 0.3195622886366897	40884 44 0.3510073308438033	40988 32 0.339549008733177
41996 20 0.3365418594599476	41878 49 0.3583089924285586	42001 36 0.336807598458125
43004 15 0.3193760457135036	42821 54 0.3628418884650779	42980 34 0.3402228564148199
44061 20 0.3085933579181149	43783 55 0.3674686904033429	44014 29 0.3415280712679599
45042 15 0.3213488343796124	44777 60 0.3658488605086913	45008 34 0.333618973737209
46056 10 0.300189667733429	45692 55 0.3651157186455931	46014 39 0.3425113566303261
