AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 101 0 0 0 0 
2 61 0 0 0 0 
3 102 0 0 0 0 
4 105 0 0 0 0 
5 110 0 0 0 0 
6 69 0 0 0 0 
7 116 0 0 0 0 
8 87 0 0 0 0 
9 116 0 0 0 0 
10 116 0 0 0 0 
