#q1_cache #q1_prod #q2_cache #q2_prod #q3_cache #q3_prod #q4_cache #q4_prod #q5_cache #q5_prod tot_req
3107.67 60.5833 0 2917.25 0 240.5 0 0 0 1537 7863
