link load
2-1 1
1-2 0.00653061
11-1 1
1-11 0.820408
11-2 0.627755
2-11 1
11-10 1
10-11 0.57898
3-2 1
2-3 0.155102
4-3 1
3-4 0.714082
5-4 8.204013432319067e-15
4-5 1
6-5 1
5-6 0.380612
7-6 1
6-7 0.705918
8-4 1
4-8 0.177143
8-7 1
7-8 0.0167347
9-3 1
3-9 0.541224
9-8 0.271429
8-9 1
10-9 0.0161224
9-10 1
