AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 2 2 3 0 1 
3 0 5 2 0 1 
4 0 0 2 0 2 
5 1 1 2 1 1 
6 0 0 2 0 2 
7 3 3 0 0 2 
8 4 4 0 1 1 
