link load
2-1 1
1-2 0
11-1 0.871633
1-11 0.0171429
11-2 0.0202041
2-11 0.392653
11-10 0.952653
10-11 0.356122
3-2 0.999796
2-3 0.0985714
4-3 0.613878
3-4 0.304082
5-4 0.0914286
4-5 0.999592
6-5 0.684694
5-6 0.655714
7-6 0.121633
6-7 0.438571
8-4 1
4-8 0
8-7 1
7-8 0
9-3 0.58
3-9 0.271429
9-8 0
8-9 0.857551
10-9 0
9-10 0.99898
