AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 1 1 0 1 0 
2 7 2 0 0 0 
3 1 2 0 0 0 
4 10 0 0 0 0 
5 7 2 0 0 0 
6 8 1 0 0 0 
7 4 1 1 0 0 
8 3 3 0 0 0 
9 4 3 0 0 0 
10 7 2 0 0 0 
11 9 1 0 0 0 
