#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 1573 1 0 0 0 0 1 1 0 0 0 0
2 794 1 0 0 0 1 0 0 0 0 0 0
3 536 0 0 0 0 1 1 0 0 0 0 0
4 366 0 0 0 0 0 0 0 0 0 0 0
5 308 0 0 0 0 0 0 0 0 0 0 0
6 268 0 0 0 0 0 0 0 0 0 0 0
7 237 0 0 0 0 0 0 0 0 0 0 0
8 196 0 0 0 0 0 0 0 0 0 0 0
9 162 0 0 0 0 0 0 0 0 0 0 0
10 129 0 0 0 0 0 0 0 0 0 0 0
11 151 0 0 0 0 0 0 0 0 0 0 0
12 139 0 0 0 0 0 0 0 0 0 0 0
13 129 0 0 0 0 0 0 0 0 0 0 0
14 130 0 0 0 0 0 0 0 0 0 0 0
15 116 0 0 0 0 0 0 0 0 0 0 0
16 90 0 0 0 0 0 0 0 0 0 0 0
17 83 0 0 0 0 0 0 0 0 0 0 0
18 85 0 0 0 0 0 0 0 0 0 0 0
19 81 0 0 0 0 0 0 0 0 0 0 0
20 83 0 0 0 0 0 0 0 0 0 0 0
21 74 0 0 0 0 0 0 0 0 0 0 0
22 70 0 0 0 0 0 0 0 0 0 0 0
23 69 0 0 0 0 0 0 0 0 0 0 0
24 71 0 0 0 0 0 0 0 0 0 0 0
25 55 0 0 0 0 0 0 0 0 0 0 0
26 63 0 0 0 0 0 0 0 0 0 0 0
27 65 0 0 0 0 0 0 0 0 0 0 0
28 54 0 0 0 0 0 0 0 0 0 0 0
29 49 0 0 0 0 0 0 0 0 0 0 0
30 66 0 0 0 0 0 0 0 0 0 0 0
31 51 0 0 0 0 0 0 0 0 0 0 0
32 46 0 0 0 0 0 0 0 0 0 0 0
33 44 0 0 0 0 0 0 0 0 0 0 0
34 40 0 0 0 0 0 0 0 0 0 0 0
35 55 0 0 0 0 0 0 0 0 0 0 0
36 28 0 0 0 0 0 0 0 0 0 0 0
37 30 0 0 0 0 0 0 0 0 0 0 0
38 38 0 0 0 0 0 0 0 0 0 0 0
39 37 0 0 0 0 0 0 0 0 0 0 0
40 48 0 0 0 0 0 0 0 0 0 0 0
41 30 0 0 0 0 0 0 0 0 0 0 0
42 42 0 0 0 0 0 0 0 0 0 0 0
43 55 0 0 0 0 0 0 0 0 0 0 0
44 30 0 0 0 0 0 0 0 0 0 0 0
45 28 0 0 0 0 0 0 0 0 0 0 0
46 35 0 0 0 0 0 0 0 0 0 0 0
47 31 0 0 0 0 0 0 0 0 0 0 0
48 26 0 0 0 0 0 0 0 0 0 0 0
49 29 0 0 0 0 0 0 0 0 0 0 0
50 33 0 0 0 0 0 0 0 0 0 0 0
51 43 0 0 0 0 0 0 0 0 0 0 0
52 31 0 0 0 0 0 0 0 0 0 0 0
53 24 0 0 0 0 0 0 0 0 0 0 0
54 24 0 0 0 0 0 0 0 0 0 0 0
55 24 0 0 0 0 0 0 0 0 0 0 0
56 28 0 0 0 0 0 0 0 0 0 0 0
57 28 0 0 0 0 0 0 0 0 0 0 0
58 34 0 0 0 0 0 0 0 0 0 0 0
59 29 0 0 0 0 0 0 0 0 0 0 0
60 20 0 0 0 0 0 0 0 0 0 0 0
61 24 0 0 0 0 0 0 0 0 0 0 0
62 22 0 0 0 0 0 0 0 0 0 0 0
63 24 0 0 0 0 0 0 0 0 0 0 0
64 27 0 0 0 0 0 0 0 0 0 0 0
65 32 0 0 0 0 0 0 0 0 0 0 0
66 25 0 0 0 0 0 0 0 0 0 0 0
67 22 0 0 0 0 0 0 0 0 0 0 0
68 34 0 0 0 0 0 0 0 0 0 0 0
69 19 0 0 0 0 0 0 0 0 0 0 0
70 19 0 0 0 0 0 0 0 0 0 0 0
71 28 0 0 0 0 0 0 0 0 0 0 0
72 31 0 0 0 0 0 0 0 0 0 0 0
73 29 0 0 0 0 0 0 0 0 0 0 0
74 16 0 0 0 0 0 0 0 0 0 0 0
75 20 0 0 0 0 0 0 0 0 0 0 0
76 20 0 0 0 0 0 0 0 0 0 0 0
77 22 0 0 0 0 0 0 0 0 0 0 0
78 22 0 0 0 0 0 0 0 0 0 0 0
79 17 0 0 0 0 0 0 0 0 0 0 0
80 28 0 0 0 0 0 0 0 0 0 0 0
81 25 0 0 0 0 0 0 0 0 0 0 0
82 22 0 0 0 0 0 0 0 0 0 0 0
83 16 0 0 0 0 0 0 0 0 0 0 0
84 17 0 0 0 0 0 0 0 0 0 0 0
85 14 0 0 0 0 0 0 0 0 0 0 0
86 16 0 0 0 0 0 0 0 0 0 0 0
87 18 0 0 0 0 0 0 0 0 0 0 0
88 22 0 0 0 0 0 0 0 0 0 0 0
89 14 0 0 0 0 0 0 0 0 0 0 0
90 18 0 0 0 0 0 0 0 0 0 0 0
91 22 0 0 0 0 0 0 0 0 0 0 0
92 17 0 0 0 0 0 0 0 0 0 0 0
93 20 0 0 0 0 0 0 0 0 0 0 0
94 21 0 0 0 0 0 0 0 0 0 0 0
95 23 0 0 0 0 0 0 0 0 0 0 0
96 17 0 0 0 0 0 0 0 0 0 0 0
97 12 0 0 0 0 0 0 0 0 0 0 0
98 12 0 0 0 0 0 0 0 0 0 0 0
99 19 0 0 0 0 0 0 0 0 0 0 0
100 15 0 0 0 0 0 0 0 0 0 0 0
