AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 10 3 1 6 
4 0 5 0 0 9 
5 0 0 0 0 0 
6 0 2 1 0 9 
7 0 5 3 1 7 
8 0 0 0 0 0 
9 0 5 3 1 7 
10 0 0 0 0 0 
