AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 28 46 28 20 
2 0 14 46 28 20 
3 0 100 46 28 20 
4 0 100 46 28 20 
5 0 70 46 28 20 
6 0 45 46 28 20 
7 2 100 46 28 20 
8 0 100 46 28 20 
9 0 100 46 28 20 
10 0 100 46 28 20 
