AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 2 10 3 13 
3 2 5 4 0 17 
4 4 10 4 1 15 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
8 0 0 0 0 0 
9 0 4 8 1 15 
10 5 7 3 1 16 
