link load
1-2 1
2-1 0
2-3 0.615102
3-2 0
2-4 0.241224
4-2 0
4-5 0.241224
5-4 0
2-6 0.143673
6-2 0
3-7 0.165918
7-3 0
6-8 0.143673
8-6 0
3-9 0.449184
9-3 0
2-10 0
10-2 0
