link load
2-1 1
1-2 0.0844898
11-1 1
1-11 0.931429
11-2 0.91551
2-11 1
11-10 1
10-11 0.841224
3-2 1
2-3 1
4-3 1
3-4 1
5-4 1
4-5 1
6-5 0.990816
5-6 1
7-6 1
6-7 0.766531
8-4 1
4-8 1
8-7 1
7-8 0.000204082
9-3 1
3-9 1
9-8 1
8-9 1
10-9 0
9-10 1
