AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 2 4 2 1 
2 0 10 4 1 0 
3 0 10 1 2 2 
4 0 10 3 2 2 
5 0 10 4 1 2 
6 0 10 4 0 0 
7 0 10 2 2 2 
8 0 10 4 2 0 
9 0 10 1 2 2 
10 0 10 2 2 2 
