AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 1 3 7 
2 0 0 0 4 7 
3 0 12 1 0 7 
4 1 10 2 0 7 
5 0 0 1 5 6 
6 0 0 2 4 6 
7 0 10 5 1 5 
8 0 26 0 1 4 
9 0 4 5 0 7 
10 0 0 10 1 5 
