#1.N,2.ctlg,3.ctlg_eps,4.ctlg_perm,5.K,6.alpha0,7.alpha_eps,8.req_eps,9.R_perm,10.hit_opt%,11.hit_unif%,12.improvement%,c2ctlg
4,10000000,0.4,2,1000,1,0,0,2,39.9945,39.9931,0.00142196,1E-4
4,10000000,0.2,1,100,0.7,0,0,1,2.21102,2.20961,0.00141604,1E-5
4,10000000,0.2,1,100,0.7,0,0,2,2.21102,2.20961,0.00141604,1E-5
4,10000000,0.2,2,100,0.7,0,0,1,2.21102,2.20961,0.00141604,1E-5
4,10000000,0.2,2,100,0.7,0,0,2,2.21102,2.20961,0.00141604,1E-5
2,100000,0.2,1,10000,1,0,0,1,79.9673,79.9659,0.00139615,1E-1
2,100000,0.2,1,10000,1,0,0,2,79.9673,79.9659,0.00139615,1E-1
2,100000,0.2,2,10000,1,0,0,1,79.9673,79.9659,0.00139615,1E-1
2,100000,0.2,2,10000,1,0,0,2,79.9673,79.9659,0.00139615,1E-1
2,100000,0.2,1,1000,1,0,0,1,59.7291,59.7277,0.00139604,1E-2
2,100000,0.2,1,1000,1,0,0,2,59.7291,59.7277,0.00139604,1E-2
2,100000,0.2,2,1000,1,0,0,1,59.7291,59.7277,0.00139604,1E-2
2,100000,0.2,2,1000,1,0,0,2,59.7291,59.7277,0.00139604,1E-2
8,1000000,0.4,1,10,0.4,0,0.4,1,0.0632523,0.0618666,0.00138564,1E-5
8,10000000,0,2,100,0.4,0,0.2,1,0.0887395,0.0873549,0.00138463,1E-5
2,100000,0.2,1,100,1,0,0,1,39.5619,39.5605,0.00137894,1E-3
2,100000,0.2,1,100,1,0,0,2,39.5619,39.5605,0.00137894,1E-3
2,100000,0.2,2,100,1,0,0,1,39.5619,39.5605,0.00137894,1E-3
2,100000,0.2,2,100,1,0,0,2,39.5619,39.5605,0.00137894,1E-3
4,1000000,0.2,1,10,0.4,0,0,1,0.0737545,0.0723763,0.00137822,1E-5
4,1000000,0.2,2,10,0.4,0,0,1,0.0737545,0.0723763,0.00137822,1E-5
8,1000000,0.2,1,10,0.4,0,0.2,1,0.0630015,0.0616311,0.00137032,1E-5
2,1000000,0.2,1,100,1,0.2,0.4,2,26.3559,26.3545,0.00136392,1E-4
2,1000000,0,1,10000,1,0.2,0.4,1,73.3694,73.3681,0.00134556,1E-2
2,1000000,0,2,10000,1,0.2,0.4,1,73.3694,73.3681,0.00134556,1E-2
4,100000,0.4,2,10,0.4,0,0.4,2,0.290119,0.288781,0.00133794,1E-4
8,10000000,0.2,1,100,0.7,0,0,2,1.99681,1.99547,0.0013332,1E-5
2,10000000,0.4,1,10,0.4,0,0,1,0.0231642,0.0218627,0.00130142,1E-6
2,10000000,0.4,1,10,0.4,0,0,2,0.0231642,0.0218627,0.00130142,1E-6
2,10000000,0.4,2,10,0.4,0,0,1,0.0231642,0.0218627,0.00130142,1E-6
2,10000000,0.4,2,10,0.4,0,0,2,0.0231642,0.0218627,0.00130142,1E-6
8,10000000,0.4,1,10000,1,0,0,1,52.8933,52.892,0.00123716,1E-3
8,10000000,0.4,1,10000,1,0,0,2,52.8933,52.892,0.00123716,1E-3
8,10000000,0.4,2,10000,1,0,0,1,52.8933,52.892,0.00123716,1E-3
8,10000000,0.4,2,10000,1,0,0,2,52.8933,52.892,0.00123716,1E-3
8,100000,0.4,2,100,0.4,0,0.2,2,1.40977,1.40853,0.00123212,1E-3
8,10000000,0.4,1,10,0.4,0,0,2,0.0169872,0.0157671,0.00122008,1E-6
8,10000000,0.4,1,1000,1,0,0,1,37.1187,37.1175,0.00121919,1E-4
8,10000000,0.4,1,1000,1,0,0,2,37.1187,37.1175,0.00121919,1E-4
8,10000000,0.4,2,1000,1,0,0,1,37.1187,37.1175,0.00121919,1E-4
8,10000000,0.4,2,1000,1,0,0,2,37.1187,37.1175,0.00121919,1E-4
2,1000000,0,1,1000,1,0.4,0,1,49.8126,49.8114,0.00116317,1E-3
2,1000000,0,1,1000,1,0.4,0,2,49.8126,49.8114,0.00116317,1E-3
2,1000000,0,2,1000,1,0.4,0,1,49.8126,49.8114,0.00116317,1E-3
2,1000000,0,2,1000,1,0.4,0,2,49.8126,49.8114,0.00116317,1E-3
8,10000000,0.4,1,10,0.4,0.2,0.4,2,0.0167232,0.0155747,0.00114856,1E-6
2,100000,0.4,1,10000,0.4,0.2,0.2,1,26.9278,26.9267,0.00114051,1E-1
4,10000000,0.4,1,100,0.4,0,0.4,1,0.0914453,0.090308,0.00113729,1E-5
4,10000000,0.4,2,100,0.4,0,0.4,2,0.0914453,0.090308,0.00113729,1E-5
4,10000000,0.4,1,10,0.4,0,0,1,0.0198349,0.0187007,0.00113422,1E-6
4,10000000,0.4,2,10,0.4,0,0,1,0.0198349,0.0187007,0.00113422,1E-6
4,10000000,0.4,2,10,0.4,0,0,2,0.0198349,0.0187007,0.00113422,1E-6
8,10000000,0,1,100,0.4,0,0.2,1,0.0887395,0.0876106,0.00112886,1E-5
8,1000000,0.2,1,100,0.4,0,0.2,1,0.348363,0.347239,0.00112361,1E-4
2,10000000,0.2,1,100,0.4,0,0,1,0.097077,0.0959589,0.00111806,1E-5
2,10000000,0.2,1,100,0.4,0,0,2,0.097077,0.0959589,0.00111806,1E-5
2,10000000,0.2,2,100,0.4,0,0,1,0.097077,0.0959589,0.00111806,1E-5
2,10000000,0.2,2,100,0.4,0,0,2,0.097077,0.0959589,0.00111806,1E-5
2,1000000,0.2,1,10,0.4,0,0,1,0.0827197,0.0816044,0.00111529,1E-5
2,1000000,0.2,1,10,0.4,0,0,2,0.0827197,0.0816044,0.00111529,1E-5
2,1000000,0.2,2,10,0.4,0,0,1,0.0827197,0.0816044,0.00111529,1E-5
2,1000000,0.2,2,10,0.4,0,0,2,0.0827197,0.0816044,0.00111529,1E-5
8,10000000,0,2,10,0.4,0,0.2,2,0.0161486,0.0150335,0.00111505,1E-6
8,1000000,0.4,1,100,0.7,0,0.2,1,4.0367,4.03559,0.00111488,1E-4
4,100000,0.2,1,10,0.4,0.2,0.4,2,0.279081,0.27799,0.00109097,1E-4
2,10000000,0.4,2,10000,1,0.2,0.2,1,60.8033,60.8022,0.00108861,1E-3
4,1000000,0.2,1,100,0.4,0,0.2,1,0.363824,0.36274,0.00108373,1E-4
4,1000000,0.2,2,100,0.4,0,0.2,2,0.363824,0.36274,0.00108373,1E-4
8,10000000,0,1,100,0.4,0,0.2,2,0.0887395,0.0876587,0.00108082,1E-5
4,10000000,0.2,1,1000,0.4,0,0.2,1,0.38878,0.387703,0.00107637,1E-4
4,10000000,0.2,2,1000,0.4,0,0.2,2,0.38878,0.387703,0.00107637,1E-4
2,10000000,0.4,1,1000,1,0.4,0.4,2,30.0541,30.053,0.00106834,1E-4
4,1000000,0.4,1,100,0.4,0.2,0.4,2,0.3635,0.362432,0.00106742,1E-4
8,10000000,0.4,2,100,0.4,0,0.4,2,0.0875643,0.0865031,0.00106117,1E-5
4,10000000,0.4,1,100,1,0,0,1,25.0166,25.0156,0.00106057,1E-5
4,10000000,0.4,1,100,1,0,0,2,25.0166,25.0156,0.00106057,1E-5
4,10000000,0.4,2,100,1,0,0,1,25.0166,25.0156,0.00106057,1E-5
4,10000000,0.4,2,100,1,0,0,2,25.0166,25.0156,0.00106057,1E-5
4,10000000,0.4,1,1000,0.4,0.2,0.4,2,0.38911,0.38808,0.00103008,1E-4
4,1000000,0.2,1,10,0.4,0,0,2,0.0737545,0.0727427,0.00101183,1E-5
4,1000000,0.2,2,10,0.4,0,0,2,0.0737545,0.0727427,0.00101183,1E-5
4,1000000,0,1,10,0.4,0,0,2,0.0720497,0.0710672,0.000982554,1E-5
4,1000000,0,2,10,0.4,0,0,1,0.0720497,0.0710672,0.000982554,1E-5
4,1000000,0,2,10,0.4,0,0,2,0.0720497,0.0710672,0.000982554,1E-5
8,10000000,0.4,1,100,0.4,0,0.4,1,0.0875643,0.0865831,0.000981113,1E-5
2,10000000,0.4,1,10,0.7,0,0.2,1,0.83117,0.830197,0.000972807,1E-6
2,10000000,0.4,2,10,0.7,0,0.2,2,0.83117,0.830197,0.000972807,1E-6
8,1000000,0.2,1,100,0.4,0.2,0.4,2,0.341279,0.340314,0.00096557,1E-4
8,10000000,0.2,1,10,0.4,0,0.2,2,0.0171161,0.0161727,0.000943462,1E-6
4,100000,0.2,1,10000,1,0,0,1,78.5897,78.5888,0.000938718,1E-1
4,100000,0.2,1,10000,1,0,0,2,78.5897,78.5888,0.000938718,1E-1
4,100000,0.2,2,10000,1,0,0,1,78.5897,78.5888,0.000938718,1E-1
4,100000,0.2,2,10000,1,0,0,2,78.5897,78.5888,0.000938718,1E-1
4,100000,0.2,1,1000,1,0,0,1,57.0678,57.0668,0.000931479,1E-2
4,100000,0.2,1,1000,1,0,0,2,57.0678,57.0668,0.000931479,1E-2
4,100000,0.2,2,1000,1,0,0,1,57.0678,57.0668,0.000931479,1E-2
4,100000,0.2,2,1000,1,0,0,2,57.0678,57.0668,0.000931479,1E-2
4,10000000,0.2,2,10,0.4,0,0.4,2,0.0187628,0.0178333,0.000929565,1E-6
4,10000000,0,1,10,0.4,0,0.2,1,0.0186468,0.0177191,0.000927684,1E-6
4,10000000,0,2,10,0.4,0,0.2,2,0.0186468,0.0177191,0.000927684,1E-6
8,10000000,0,2,10,0.4,0,0.4,2,0.0173231,0.0163965,0.000926645,1E-6
4,1000000,0.4,1,10,0.4,0,0.2,1,0.0737595,0.0728457,0.000913728,1E-5
4,10000000,0,1,10,0.4,0,0.4,2,0.0199528,0.0190657,0.000887075,1E-6
8,100000,0.2,1,10000,1,0,0,1,77.0839,77.083,0.000880206,1E-1
8,100000,0.2,1,10000,1,0,0,2,77.0839,77.083,0.000880206,1E-1
8,100000,0.2,2,10000,1,0,0,1,77.0839,77.083,0.000880206,1E-1
8,100000,0.2,2,10000,1,0,0,2,77.0839,77.083,0.000880206,1E-1
2,10000000,0.2,1,1000,0.4,0.2,0.4,2,0.37543,0.374557,0.000872027,1E-4
4,10000000,0.2,1,1000,0.4,0.2,0.4,2,0.38004,0.379171,0.000868385,1E-4
8,1000000,0.2,1,10,0.4,0,0,1,0.0641004,0.0632348,0.000865583,1E-5
2,1000000,0.2,1,100,0.4,0.2,0.4,2,0.3571,0.356239,0.000861076,1E-4
8,100000,0.2,1,1000,1,0,0,1,54.0946,54.0937,0.000855252,1E-2
8,100000,0.2,1,1000,1,0,0,2,54.0946,54.0937,0.000855252,1E-2
8,100000,0.2,2,1000,1,0,0,1,54.0946,54.0937,0.000855252,1E-2
8,100000,0.2,2,1000,1,0,0,2,54.0946,54.0937,0.000855252,1E-2
4,1000000,0.2,1,100,0.4,0.2,0.4,2,0.354377,0.353532,0.000845232,1E-4
8,1000000,0.4,1,100,0.4,0.2,0.4,2,0.34792,0.347088,0.000832155,1E-4
8,10000000,0.2,1,1000,0.4,0,0.2,1,0.384191,0.383361,0.000829264,1E-4
8,10000000,0.2,2,1000,0.4,0,0.2,2,0.384191,0.383361,0.000829264,1E-4
2,1000000,0.4,1,100,0.4,0,0.2,1,0.388149,0.387331,0.000817577,1E-4
2,1000000,0.4,2,100,0.4,0,0.2,2,0.388149,0.387331,0.000817577,1E-4
2,10000000,0.4,1,1000,0.4,0,0.2,1,0.405914,0.405098,0.000815692,1E-4
2,10000000,0.4,2,1000,0.4,0,0.2,2,0.405914,0.405098,0.000815692,1E-4
2,1000000,0.2,1,10000,1,0,0,1,66.4998,66.499,0.000803059,1E-2
2,1000000,0.2,1,10000,1,0,0,2,66.4998,66.499,0.000803059,1E-2
2,1000000,0.2,2,10000,1,0,0,1,66.4998,66.499,0.000803059,1E-2
2,1000000,0.2,2,10000,1,0,0,2,66.4998,66.499,0.000803059,1E-2
8,1000000,0.2,2,100,0.4,0,0.2,2,0.348363,0.347561,0.000801903,1E-4
2,1000000,0.2,1,1000,1,0,0,1,49.6699,49.6691,0.000800514,1E-3
2,1000000,0.2,1,1000,1,0,0,2,49.6699,49.6691,0.000800514,1E-3
2,1000000,0.2,2,1000,1,0,0,1,49.6699,49.6691,0.000800514,1E-3
2,1000000,0.2,2,1000,1,0,0,2,49.6699,49.6691,0.000800514,1E-3
2,1000000,0.4,2,10000,0.7,0.4,0.4,2,23.7949,23.7941,0.000799088,1E-2
8,10000000,0.2,2,10,0.4,0,0.4,2,0.0163719,0.0155956,0.000776347,1E-6
2,10000000,0.4,1,100,0.4,0.2,0.4,2,0.0963501,0.0955804,0.00076964,1E-5
2,10000000,0,1,10,0.4,0,0.2,1,0.0208534,0.0200957,0.000757797,1E-6
2,10000000,0,1,10,0.4,0,0.2,2,0.0208534,0.0200957,0.000757797,1E-6
2,10000000,0,2,10,0.4,0,0.2,1,0.0208534,0.0200957,0.000757797,1E-6
2,10000000,0,2,10,0.4,0,0.2,2,0.0208534,0.0200957,0.000757797,1E-6
8,10000000,0,1,10,0.4,0,0.2,2,0.0161486,0.0153972,0.000751329,1E-6
8,1000000,0,2,10,0.4,0,0,2,0.0624618,0.061717,0.000744787,1E-5
4,10000000,0,1,10,0.4,0,0.2,2,0.0186468,0.0179059,0.000740849,1E-6
2,100000,0.4,1,10,0.4,0,0.2,1,0.33033,0.329603,0.000726974,1E-4
2,100000,0.4,2,10,0.4,0,0.2,2,0.33033,0.329603,0.000726974,1E-4
8,10000000,0.2,1,1000,0.4,0.2,0.4,2,0.377614,0.376895,0.000718962,1E-4
4,1000000,0,1,10,0.4,0,0.2,1,0.0742559,0.0735378,0.000718161,1E-5
4,1000000,0,2,10,0.4,0,0.2,1,0.0742559,0.0735378,0.000718161,1E-5
2,1000000,0.2,1,100,1,0,0,1,32.8989,32.8982,0.000712377,1E-4
2,1000000,0.2,1,100,1,0,0,2,32.8989,32.8982,0.000712377,1E-4
2,1000000,0.2,2,100,1,0,0,1,32.8989,32.8982,0.000712377,1E-4
2,1000000,0.2,2,100,1,0,0,2,32.8989,32.8982,0.000712377,1E-4
8,10000000,0,1,10,0.4,0,0.2,1,0.0161486,0.0154686,0.000679957,1E-6
2,100000,0,1,1000,1,0.2,0.2,1,62.8144,62.8137,0.000675271,1E-2
2,100000,0,2,1000,1,0.2,0.2,1,62.8144,62.8137,0.000675271,1E-2
2,1000000,0.4,1,10,0.4,0.2,0.4,2,0.0810814,0.0804143,0.000667085,1E-5
8,10000000,0.4,1,1000,0.4,0.2,0.4,2,0.384248,0.383583,0.000665682,1E-4
2,10000000,0.2,2,10000,1,0.4,0.4,1,69.9755,69.9749,0.000649291,1E-3
2,1000000,0.4,2,10000,1,0.2,0.4,1,73.0983,73.0977,0.000649193,1E-2
8,1000000,0.4,2,10,0.4,0,0.4,2,0.0632523,0.062611,0.000641238,1E-5
4,10000000,0.2,1,100,0.4,0,0,1,0.0929741,0.0923392,0.000634969,1E-5
4,10000000,0.2,1,100,0.4,0,0,2,0.0929741,0.0923392,0.000634969,1E-5
4,10000000,0.2,2,100,0.4,0,0,1,0.0929741,0.0923392,0.000634969,1E-5
4,10000000,0.2,2,100,0.4,0,0,2,0.0929741,0.0923392,0.000634969,1E-5
4,1000000,0.2,2,10,0.4,0,0.2,2,0.0724531,0.0718311,0.000622047,1E-5
4,10000000,0.2,1,10,0.4,0,0.2,2,0.0197669,0.0191477,0.000619166,1E-6
2,100000,0.2,1,100,1,0.4,0.4,2,29.325,29.3244,0.000618737,1E-3
2,10000000,0.2,1,1000,1,0.2,0.2,2,38.6274,38.6268,0.000597754,1E-4
8,100000,0,1,10,0.4,0,0.2,1,0.256501,0.255904,0.000597317,1E-4
4,1000000,0.2,1,10,0.4,0.2,0.4,2,0.073597,0.0730007,0.000596351,1E-5
8,10000000,0.2,1,100,0.4,0,0,1,0.088665,0.0880828,0.000582218,1E-5
4,10000000,0.2,2,10,0.4,0,0,2,0.0185207,0.0179466,0.000574068,1E-6
4,1000000,0.2,1,10,0.4,0,0.2,1,0.0724531,0.0718794,0.000573716,1E-5
2,100000,0.2,1,10,0.4,0.2,0.4,2,0.301092,0.300537,0.000554703,1E-4
4,10000000,0,2,10,0.4,0,0.2,1,0.0186468,0.0180928,0.000554013,1E-6
4,10000000,0.4,1,10,0.4,0,0.2,1,0.0185217,0.0179678,0.000553805,1E-6
8,1000000,0.2,2,10,0.4,0,0.2,2,0.0630015,0.0624617,0.000539801,1E-5
8,10000000,0,2,100,0.7,0,0,1,1.98845,1.98791,0.000538568,1E-5
2,10000000,0.4,1,10,0.4,0,0.4,1,0.0202245,0.0196864,0.000538145,1E-6
2,10000000,0.4,2,10,0.4,0,0.4,2,0.0202245,0.0196864,0.000538145,1E-6
8,10000000,0.2,2,10,0.4,0,0.2,1,0.0171161,0.016579,0.000537126,1E-6
8,10000000,0.4,1,100,0.4,0.2,0.4,2,0.0883115,0.0877764,0.000535145,1E-5
8,10000000,0.2,2,100,0.4,0,0,1,0.088665,0.0881397,0.000525348,1E-5
4,1000000,0.2,1,10000,1,0,0,1,64.6602,64.6597,0.000522514,1E-2
4,1000000,0.2,1,10000,1,0,0,2,64.6602,64.6597,0.000522514,1E-2
4,1000000,0.2,2,10000,1,0,0,1,64.6602,64.6597,0.000522514,1E-2
4,1000000,0.2,2,10000,1,0,0,2,64.6602,64.6597,0.000522514,1E-2
4,1000000,0.2,1,1000,1,0,0,1,46.9528,46.9523,0.000517258,1E-3
4,1000000,0.2,1,1000,1,0,0,2,46.9528,46.9523,0.000517258,1E-3
4,1000000,0.2,2,1000,1,0,0,1,46.9528,46.9523,0.000517258,1E-3
4,1000000,0.2,2,1000,1,0,0,2,46.9528,46.9523,0.000517258,1E-3
4,1000000,0.4,1,100,0.4,0,0.2,1,0.370978,0.370464,0.000514012,1E-4
4,1000000,0.4,2,100,0.4,0,0.2,2,0.370978,0.370464,0.000514012,1E-4
4,10000000,0.4,1,1000,0.4,0,0.2,1,0.396467,0.395953,0.000513533,1E-4
4,10000000,0.4,2,1000,0.4,0,0.2,2,0.396467,0.395953,0.000513533,1E-4
2,1000000,0.2,1,10,0.4,0,0.2,1,0.0801405,0.0796284,0.000512108,1E-5
2,1000000,0.2,2,10,0.4,0,0.2,2,0.0801405,0.0796284,0.000512108,1E-5
2,10000000,0.2,1,10000,1,0,0,1,56.9152,56.9147,0.000503506,1E-3
2,10000000,0.2,1,10000,1,0,0,2,56.9152,56.9147,0.000503506,1E-3
2,10000000,0.2,2,10000,1,0,0,1,56.9152,56.9147,0.000503506,1E-3
2,10000000,0.2,2,10000,1,0,0,2,56.9152,56.9147,0.000503506,1E-3
2,10000000,0.2,1,1000,1,0,0,1,42.511,42.5105,0.000502009,1E-4
2,10000000,0.2,1,1000,1,0,0,2,42.511,42.5105,0.000502009,1E-4
2,10000000,0.2,2,1000,1,0,0,1,42.511,42.5105,0.000502009,1E-4
2,10000000,0.2,2,1000,1,0,0,2,42.511,42.5105,0.000502009,1E-4
2,1000000,0,1,1000,1,0.2,0,1,49.6618,49.6613,0.000492504,1E-3
2,1000000,0,1,1000,1,0.2,0,2,49.6618,49.6613,0.000492504,1E-3
2,1000000,0,2,1000,1,0.2,0,1,49.6618,49.6613,0.000492504,1E-3
2,1000000,0,2,1000,1,0.2,0,2,49.6618,49.6613,0.000492504,1E-3
2,10000000,0.2,1,100,0.4,0,0.2,1,0.0941254,0.0936357,0.000489628,1E-5
2,10000000,0.2,2,100,0.4,0,0.2,2,0.0941254,0.0936357,0.000489628,1E-5
8,10000000,0.4,2,10,0.4,0,0,2,0.0169872,0.0164984,0.000488827,1E-6
8,10000000,0.2,1,10,0.4,0,0.4,1,0.0163719,0.0158936,0.0004783,1E-6
8,1000000,0.2,1,10000,1,0,0,1,62.6552,62.6548,0.000472437,1E-2
8,1000000,0.2,1,10000,1,0,0,2,62.6552,62.6548,0.000472437,1E-2
8,1000000,0.2,2,10000,1,0,0,1,62.6552,62.6548,0.000472437,1E-2
8,1000000,0.2,2,10000,1,0,0,2,62.6552,62.6548,0.000472437,1E-2
4,10000000,0.4,1,100,0.4,0.2,0.4,2,0.0925171,0.0920485,0.000468592,1E-5
8,100000,0,1,100,0.4,0.2,0.4,2,1.34,1.33954,0.0004612,1E-3
8,10000000,0.2,2,10,0.4,0,0,1,0.0160939,0.0156376,0.000456342,1E-6
8,10000000,0.2,1,10,0.4,0,0,2,0.0160939,0.0156435,0.0004504,1E-6
8,1000000,0.2,1,1000,1,0,0,1,43.969,43.9686,0.000449637,1E-3
8,1000000,0.2,1,1000,1,0,0,2,43.969,43.9686,0.000449637,1E-3
8,1000000,0.2,2,1000,1,0,0,1,43.969,43.9686,0.000449637,1E-3
8,1000000,0.2,2,1000,1,0,0,2,43.969,43.9686,0.000449637,1E-3
2,10000000,0.4,1,1000,1,0.2,0.2,2,39.068,39.0675,0.000417922,1E-4
8,10000000,0.4,1,10,0.4,0,0,1,0.0169872,0.0165705,0.000416656,1E-6
8,1000000,0.4,1,100,0.4,0,0.2,1,0.353463,0.353049,0.000414462,1E-4
2,10000000,0,1,10000,1,0.2,0.2,1,61.1553,61.1549,0.000403899,1E-3
2,10000000,0,2,10000,1,0.2,0.2,1,61.1553,61.1549,0.000403899,1E-3
8,10000000,0.2,2,100,0.4,0,0,2,0.088665,0.0882685,0.000396523,1E-5
8,10000000,0.2,1,100,0.4,0,0,2,0.088665,0.0882733,0.000391738,1E-5
4,10000000,0.4,1,10,0.4,0.2,0.4,2,0.0194589,0.0190766,0.000382327,1E-6
2,1000000,0.2,1,1000,1,0.2,0,1,50.0522,50.0519,0.000378343,1E-3
2,1000000,0.2,1,1000,1,0.2,0,2,50.0522,50.0519,0.000378343,1E-3
2,10000000,0.2,1,1000,1,0.4,0.4,2,29.8359,29.8355,0.000378111,1E-4
8,10000000,0.4,1,1000,0.4,0,0.2,1,0.389876,0.389511,0.000365189,1E-4
8,10000000,0.4,2,1000,0.4,0,0.2,2,0.389876,0.389511,0.000365189,1E-4
4,10000000,0.4,1,10,0.4,0,0.4,1,0.0182798,0.0179146,0.000365163,1E-6
4,10000000,0.4,2,10,0.4,0,0.4,2,0.0182798,0.0179146,0.000365163,1E-6
2,10000000,0.2,1,10000,0.7,0.2,0.4,2,11.6352,11.6348,0.000361118,1E-3
2,100000,0.2,1,100,1,0.2,0.2,2,36.7941,36.7937,0.00035644,1E-3
4,10000000,0.2,1,10,0.4,0,0,2,0.0185207,0.0181747,0.000345987,1E-6
2,10000000,0.2,1,100,1,0,0,1,28.157,28.1567,0.000345069,1E-5
2,10000000,0.2,1,100,1,0,0,2,28.157,28.1567,0.000345069,1E-5
2,10000000,0.2,2,100,1,0,0,1,28.157,28.1567,0.000345069,1E-5
2,10000000,0.2,2,100,1,0,0,2,28.157,28.1567,0.000345069,1E-5
8,10000000,0.4,1,10,0.4,0,0.2,1,0.0160361,0.015694,0.000342092,1E-6
8,10000000,0.4,2,10,0.4,0,0,1,0.0169872,0.0166564,0.000330801,1E-6
8,10000000,0.2,1,10,0.4,0,0,1,0.0160939,0.0157667,0.000327194,1E-6
8,10000000,0.4,2,10,0.4,0,0.4,2,0.0158813,0.0155604,0.000320857,1E-6
4,10000000,0.2,1,10000,1,0,0,1,54.9255,54.9252,0.000320079,1E-3
4,10000000,0.2,1,10000,1,0,0,2,54.9255,54.9252,0.000320079,1E-3
4,10000000,0.2,2,10000,1,0,0,1,54.9255,54.9252,0.000320079,1E-3
4,10000000,0.2,2,10000,1,0,0,2,54.9255,54.9252,0.000320079,1E-3
8,1000000,0.4,2,10,0.4,0,0.2,2,0.0638717,0.0635554,0.000316332,1E-5
4,10000000,0.2,1,1000,1,0,0,1,39.8839,39.8836,0.000315742,1E-4
4,10000000,0.2,1,1000,1,0,0,2,39.8839,39.8836,0.000315742,1E-4
4,10000000,0.2,2,1000,1,0,0,1,39.8839,39.8836,0.000315742,1E-4
4,10000000,0.2,2,1000,1,0,0,2,39.8839,39.8836,0.000315742,1E-4
2,1000000,0.2,1,1000,1,0.4,0,1,50.0756,50.0753,0.000311383,1E-3
2,1000000,0.2,1,1000,1,0.4,0,2,50.0756,50.0753,0.000311383,1E-3
8,100000,0,1,100,0.4,0,0,1,1.3886,1.3883,0.000305289,1E-3
8,100000,0,2,100,0.4,0,0,1,1.3886,1.3883,0.000305289,1E-3
8,100000,0,2,100,0.4,0,0,2,1.3886,1.3883,0.000305289,1E-3
8,1000000,0.4,1,10,0.4,0.2,0.4,2,0.0630299,0.0627408,0.000289169,1E-5
8,10000000,0.2,1,10000,1,0,0,1,52.7768,52.7765,0.000282131,1E-3
8,10000000,0.2,1,10000,1,0,0,2,52.7768,52.7765,0.000282131,1E-3
8,10000000,0.2,2,10000,1,0,0,1,52.7768,52.7765,0.000282131,1E-3
8,10000000,0.2,2,10000,1,0,0,2,52.7768,52.7765,0.000282131,1E-3
2,10000000,0.2,1,10,0.4,0,0,1,0.020774,0.020494,0.000279952,1E-6
2,10000000,0.2,1,10,0.4,0,0,2,0.020774,0.020494,0.000279952,1E-6
2,10000000,0.2,2,10,0.4,0,0,1,0.020774,0.020494,0.000279952,1E-6
2,10000000,0.2,2,10,0.4,0,0,2,0.020774,0.020494,0.000279952,1E-6
8,10000000,0.2,1,100,0.4,0,0.2,1,0.0874661,0.0871873,0.00027884,1E-5
2,100000,0.2,2,1000,1,0.2,0.2,1,62.5506,62.5503,0.000274081,1E-2
4,10000000,0.2,1,100,0.4,0,0.2,1,0.0913618,0.0910894,0.000272384,1E-5
4,10000000,0.2,2,100,0.4,0,0.2,2,0.0913618,0.0910894,0.000272384,1E-5
8,10000000,0.2,1,1000,1,0,0,1,37.0367,37.0364,0.000267531,1E-4
8,10000000,0.2,1,1000,1,0,0,2,37.0367,37.0364,0.000267531,1E-4
8,10000000,0.2,2,1000,1,0,0,1,37.0367,37.0364,0.000267531,1E-4
8,10000000,0.2,2,1000,1,0,0,2,37.0367,37.0364,0.000267531,1E-4
8,10000000,0.2,2,100,0.4,0,0.2,2,0.0874661,0.0871999,0.000266187,1E-5
4,10000000,0,2,10,0.4,0,0,1,0.0180928,0.017846,0.000246734,1E-6
8,1000000,0.4,2,100,0.4,0,0.2,2,0.353463,0.353219,0.000243575,1E-4
8,10000000,0.2,2,10,0.4,0,0,2,0.0160939,0.0158548,0.000239111,1E-6
4,10000000,0.2,1,10,0.4,0,0.2,1,0.0181941,0.0179685,0.000225632,1E-6
8,10000000,0.2,2,10,0.4,0,0.2,2,0.0158183,0.0155948,0.000223505,1E-6
8,1000000,0.2,2,10,0.4,0,0,1,0.0641004,0.063893,0.000207406,1E-5
2,10000000,0.4,1,100,0.4,0,0.2,1,0.0974774,0.0972725,0.000204935,1E-5
2,10000000,0.4,2,100,0.4,0,0.2,2,0.0974774,0.0972725,0.000204935,1E-5
4,10000000,0.2,1,10,0.4,0,0,1,0.0185207,0.0183162,0.000204445,1E-6
4,10000000,0.2,2,10,0.4,0,0,1,0.0185207,0.0183162,0.000204445,1E-6
4,1000000,0.4,2,10,0.4,0,0.2,2,0.0737595,0.0735559,0.000203606,1E-5
2,1000000,0.4,1,10000,0.4,0.4,0.2,2,7.14472,7.14451,0.000201924,1E-2
8,10000000,0,2,10,0.4,0,0,2,0.0156827,0.0154957,0.000186999,1E-6
8,10000000,0,2,10,0.4,0,0.2,1,0.0161486,0.0159682,0.00018035,1E-6
2,1000000,0.4,1,10,0.4,0,0.2,1,0.0829026,0.0827226,0.000179982,1E-5
2,1000000,0.4,2,10,0.4,0,0.2,2,0.0829026,0.0827226,0.000179982,1E-5
2,1000000,0,1,10000,0.7,0.2,0.2,2,24.3171,24.3169,0.000174656,1E-2
2,1000000,0,2,10000,0.7,0.2,0.2,2,24.3171,24.3169,0.000174656,1E-2
8,10000000,0.4,2,100,0.4,0,0.2,2,0.0887443,0.0885751,0.0001692,1E-5
8,10000000,0.4,1,100,0.4,0,0.2,1,0.0887443,0.0885965,0.000147851,1E-5
