link load
2-1 1
1-2 1
11-1 1
1-11 1
11-2 1
2-11 1
11-10 1
10-11 1
3-2 0
2-3 0
4-3 0
3-4 0
5-4 0
4-5 1
6-5 0.0857143
5-6 0.958571
7-6 0.182857
6-7 1
8-4 1
4-8 0
8-7 1
7-8 0.945918
9-3 0
3-9 0
9-8 0
8-9 0.0957143
10-9 0.904286
9-10 1
