link load
1-2 1
2-1 0
2-3 0.139592
3-2 0
2-4 0.188673
4-2 0
4-5 0.188673
5-4 0
2-6 0.671735
6-2 0
3-7 0.139592
7-3 0
6-8 0.671735
8-6 0
3-9 0
9-3 0
2-10 0
10-2 0
