#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 3116 0 0 0 0 1 0 1 0 0 0 0
2 1637 1 0 0 0 0 1 0 0 0 0 0
3 1073 0 0 0 0 0 1 1 0 0 1 0
4 722 0 0 0 0 0 1 0 0 0 0 0
5 639 0 0 0 0 0 1 1 0 0 0 0
6 544 0 0 0 0 0 0 1 0 0 0 0
7 450 0 0 0 0 0 0 0 0 0 0 0
8 414 0 0 0 0 0 0 0 0 0 0 0
9 372 0 0 0 0 0 0 1 0 0 0 0
10 289 0 0 0 0 0 0 1 0 0 0 0
11 288 0 0 0 0 0 0 0 0 0 0 0
12 266 0 0 0 0 0 0 0 0 0 0 0
13 249 0 0 0 0 0 0 0 0 0 0 0
14 232 0 0 0 0 0 0 0 0 0 0 0
15 226 0 0 0 0 0 0 0 0 0 0 0
16 180 0 0 0 0 0 0 0 0 0 0 0
17 187 0 0 0 0 0 0 0 0 0 0 0
18 162 0 0 0 0 0 0 0 0 0 0 0
19 167 0 0 0 0 0 0 0 0 0 0 0
20 154 0 0 0 0 0 0 0 0 0 0 0
21 117 0 0 0 0 0 0 0 0 0 0 0
22 152 0 0 0 0 0 0 0 0 0 0 0
23 136 0 0 0 0 0 0 0 0 0 0 0
24 130 0 0 0 0 0 0 0 0 0 0 0
25 123 0 0 0 0 0 0 0 0 0 0 0
26 107 0 0 0 0 0 0 0 0 0 0 0
27 133 0 0 0 0 0 0 0 0 0 0 0
28 126 0 0 0 0 0 0 0 0 0 0 0
29 109 0 0 0 0 0 0 0 0 0 0 0
30 101 0 0 0 0 0 0 0 0 0 0 0
31 97 0 0 0 0 0 0 0 0 0 0 0
32 99 0 0 0 0 0 0 0 0 0 0 0
33 104 0 0 0 0 0 0 0 0 0 0 0
34 84 0 0 0 0 0 0 0 0 0 0 0
35 87 0 0 0 0 0 0 0 0 0 0 0
36 101 0 0 0 0 0 0 0 0 0 0 0
37 92 0 0 0 0 0 0 0 0 0 0 0
38 88 0 0 0 0 0 0 0 0 0 0 0
39 79 0 0 0 0 0 0 0 0 0 0 0
40 78 0 0 0 0 0 0 0 0 0 0 0
41 71 0 0 0 0 0 0 0 0 0 0 0
42 77 0 0 0 0 0 0 0 0 0 0 0
43 72 0 0 0 0 0 0 0 0 0 0 0
44 69 0 0 0 0 0 0 0 0 0 0 0
45 72 0 0 0 0 0 0 0 0 0 0 0
46 63 0 0 0 0 0 0 0 0 0 0 0
47 58 0 0 0 0 0 0 0 0 0 0 0
48 61 0 0 0 0 0 0 0 0 0 0 0
49 65 0 0 0 0 0 0 0 0 0 0 0
50 58 0 0 0 0 0 0 0 0 0 0 0
51 55 0 0 0 0 0 0 0 0 0 0 0
52 57 0 0 0 0 0 0 0 0 0 0 0
53 64 0 0 0 0 0 0 0 0 0 0 0
54 51 0 0 0 0 0 0 0 0 0 0 0
55 65 0 0 0 0 0 0 0 0 0 0 0
56 65 0 0 0 0 0 0 0 0 0 0 0
57 50 0 0 0 0 0 0 0 0 0 0 0
58 59 0 0 0 0 0 0 0 0 0 0 0
59 63 0 0 0 0 0 0 0 0 0 0 0
60 43 0 0 0 0 0 0 0 0 0 0 0
61 59 0 0 0 0 0 0 0 0 0 0 0
62 50 0 0 0 0 0 0 0 0 0 0 0
63 64 0 0 0 0 0 0 0 0 0 0 0
64 55 0 0 0 0 0 0 0 0 0 0 0
65 45 0 0 0 0 0 0 0 0 0 0 0
66 51 0 0 0 0 0 0 0 0 0 0 0
67 45 0 0 0 0 0 0 0 0 0 0 0
68 53 0 0 0 0 0 0 0 0 0 0 0
69 51 0 0 0 0 0 0 0 0 0 0 0
70 40 0 0 0 0 0 0 0 0 0 0 0
71 39 0 0 0 0 0 0 0 0 0 0 0
72 35 0 0 0 0 0 0 0 0 0 0 0
73 31 0 0 0 0 0 0 0 0 0 0 0
74 39 0 0 0 0 0 0 0 0 0 0 0
75 38 0 0 0 0 0 0 0 0 0 0 0
76 29 0 0 0 0 0 0 0 0 0 0 0
77 44 0 0 0 0 0 0 0 0 0 0 0
78 52 0 0 0 0 0 0 0 0 0 0 0
79 32 0 0 0 0 0 0 0 0 0 0 0
80 42 0 0 0 0 0 0 0 0 0 0 0
81 33 0 0 0 0 0 0 0 0 0 0 0
82 37 0 0 0 0 0 0 0 0 0 0 0
83 52 0 0 0 0 0 0 0 0 0 0 0
84 28 0 0 0 0 0 0 0 0 0 0 0
85 41 0 0 0 0 0 0 0 0 0 0 0
86 39 0 0 0 0 0 0 0 0 0 0 0
87 35 0 0 0 0 0 0 0 0 0 0 0
88 39 0 0 0 0 0 0 0 0 0 0 0
89 35 0 0 0 0 0 0 0 0 0 0 0
90 25 0 0 0 0 0 0 0 0 0 0 0
91 31 0 0 0 0 0 0 0 0 0 0 0
92 42 0 0 0 0 0 0 0 0 0 0 0
93 24 0 0 0 0 0 0 0 0 0 0 0
94 33 0 0 0 0 0 0 0 0 0 0 0
95 22 0 0 0 0 0 0 0 0 0 0 0
96 39 0 0 0 0 0 0 0 0 0 0 0
97 33 0 0 0 0 0 0 0 0 0 0 0
98 29 0 0 0 0 0 0 0 0 0 0 0
99 34 0 0 0 0 0 0 0 0 0 0 0
100 33 0 0 0 0 0 0 0 0 0 0 0
