#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 1606 0 1 0 0 0 0 0 0 0 0 0
2 840 0 0 0 0 0 1 0 0 0 0 1
3 521 0 0 0 0 0 1 0 0 0 0 1
4 395 0 1 0 0 0 0 0 0 1 0 0
5 322 0 0 0 0 0 0 0 0 0 0 0
6 241 0 0 0 0 0 0 0 0 0 0 1
7 219 0 0 0 0 0 0 0 0 1 0 0
8 211 0 0 0 1 0 0 0 0 1 0 1
9 158 0 0 0 0 0 0 0 0 0 0 0
10 168 0 1 0 0 0 0 0 0 0 0 0
11 138 0 0 0 1 0 0 0 0 0 0 0
12 127 0 0 0 0 0 0 0 1 0 0 0
13 101 0 0 0 0 0 0 0 0 1 0 0
14 79 0 0 0 0 0 0 0 0 0 0 0
15 125 0 0 0 0 0 0 0 0 0 0 0
16 90 0 0 0 0 0 0 0 0 0 0 0
17 85 0 0 0 0 0 0 0 0 0 0 0
18 84 0 0 0 0 0 0 0 0 0 0 0
19 86 0 0 0 0 0 0 0 0 0 0 0
20 75 0 0 0 0 0 0 0 0 0 0 0
21 66 0 0 0 0 0 0 0 0 0 0 0
22 73 0 0 0 0 0 0 0 0 0 0 0
23 79 0 0 0 0 0 0 0 0 0 0 0
24 57 0 1 0 0 0 0 0 0 0 0 0
25 68 0 0 0 0 0 0 0 0 0 0 0
26 56 0 0 0 0 0 0 0 1 0 0 0
27 55 0 0 0 0 0 0 0 1 0 0 0
28 55 0 0 0 0 0 0 0 0 0 0 0
29 50 0 0 0 0 0 0 0 0 0 0 0
30 38 0 0 0 0 0 0 0 0 0 0 0
31 52 0 0 0 0 0 0 0 0 0 0 0
32 51 0 0 0 0 0 0 0 0 0 0 0
33 56 0 0 0 0 0 0 0 0 0 0 0
34 42 0 0 0 0 0 0 0 1 0 0 0
35 45 0 0 0 0 0 0 0 0 0 0 0
36 55 0 0 0 0 0 0 0 0 0 0 0
37 42 0 0 0 0 0 0 0 0 0 0 0
38 42 0 0 0 0 0 0 0 0 0 0 0
39 39 0 0 0 0 0 0 0 0 1 0 0
40 43 0 0 0 0 0 0 0 0 0 0 0
41 46 0 0 0 0 0 0 0 0 0 0 0
42 42 0 0 0 0 0 0 0 0 0 0 0
43 43 0 0 0 0 0 0 0 0 0 0 0
44 42 0 0 0 0 0 0 0 1 0 0 0
45 25 0 0 0 0 0 0 0 0 0 0 0
46 35 0 1 0 0 0 0 0 0 0 0 0
47 24 0 0 0 0 0 0 0 0 0 0 0
48 24 0 0 0 0 0 0 0 0 0 0 0
49 35 0 0 0 0 0 0 0 0 0 0 0
50 36 0 0 0 0 0 0 0 0 0 0 0
51 30 0 0 0 0 0 0 0 0 0 0 0
52 38 0 0 0 0 0 0 0 0 0 0 0
53 23 0 0 0 0 0 0 0 0 0 0 0
54 25 0 0 0 0 0 0 0 0 0 0 0
55 33 0 0 0 0 0 0 0 0 0 0 0
56 20 0 0 0 0 0 0 0 0 0 0 0
57 30 0 0 0 0 0 0 0 0 0 0 0
58 26 0 0 0 0 0 0 0 0 0 0 0
59 27 0 0 0 0 0 0 0 0 0 0 0
60 23 0 0 0 0 0 0 0 0 0 0 0
61 30 0 0 0 0 0 0 0 0 0 0 0
62 18 0 0 0 0 0 0 0 0 0 0 0
63 27 0 0 0 0 0 0 0 0 0 0 0
64 21 0 0 0 0 0 0 0 0 0 0 0
65 8 0 0 0 0 0 0 0 0 0 0 0
66 35 0 0 0 0 0 0 0 0 0 0 0
67 24 0 0 0 0 0 0 0 0 0 0 0
68 23 0 0 0 0 0 0 0 0 0 0 0
69 26 0 0 0 0 0 0 0 0 0 0 0
70 25 0 0 0 0 0 0 0 0 0 0 0
71 23 0 0 0 0 0 0 0 0 0 0 0
72 22 0 0 0 0 0 0 0 0 0 0 0
73 22 0 0 0 0 0 0 0 0 0 0 1
74 19 0 0 0 0 0 0 0 0 0 0 0
75 22 0 0 0 0 0 0 0 0 0 0 0
76 22 0 0 0 0 0 0 0 0 0 0 0
77 19 0 0 0 0 0 0 0 0 0 0 0
78 15 0 0 0 0 0 0 0 0 0 0 0
79 19 0 0 0 0 0 0 0 0 0 0 0
80 25 0 0 0 0 0 0 0 0 0 0 0
81 22 0 0 0 0 0 0 0 0 0 0 0
82 19 0 0 0 0 0 0 0 0 0 0 0
83 23 0 0 0 0 0 0 0 0 0 0 0
84 19 0 0 0 0 0 0 0 0 0 0 0
85 22 0 0 0 0 0 0 0 0 0 0 0
86 18 0 0 0 0 0 0 0 0 0 0 0
87 22 0 0 0 0 0 0 0 0 0 0 0
88 13 0 0 0 0 0 0 0 0 0 0 0
89 13 0 0 0 0 0 0 0 0 0 0 0
90 19 0 0 0 0 0 0 0 0 0 0 0
91 21 0 0 0 0 0 0 0 0 0 0 0
92 10 0 0 0 0 0 0 0 0 0 0 0
93 20 0 0 0 0 0 0 0 0 0 0 0
94 17 0 0 0 0 0 0 0 0 0 0 0
95 12 0 0 0 0 0 0 0 0 0 0 0
96 22 0 0 0 0 0 0 0 0 0 0 0
97 14 0 0 0 0 0 0 0 0 0 0 0
98 12 0 0 0 0 0 0 0 0 0 0 0
99 17 0 0 0 0 0 0 0 0 0 0 0
100 11 0 0 0 0 0 0 0 0 0 0 0
