AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 23 10 4 2 2 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 22 10 4 2 2 
6 0 0 0 0 0 
7 23 10 4 2 2 
8 23 10 4 2 2 
9 23 10 4 2 2 
10 0 0 0 0 0 
