AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 44 0 0 0 0 
2 76 0 0 0 0 
3 98 0 0 0 0 
4 99 0 0 0 0 
5 108 0 0 0 0 
6 116 0 0 0 0 
7 96 0 0 0 0 
