0,10
100018,10
199597,10
299503,10
399644,10
499440,10
599517,10
699241,10
799464,10
899501,10
999456,10
1099906,10
1200526,10
1300285,10
1399787,10
1499646,10
1599415,10
1698981,10
1798720,10
1898637,10
1998752,10
2098812,10
2198280,10
2298600,10
2398901,10
2499146,10
2599287,10
2699386,10
2799708,10
2899955,10
3000762,10
3100990,10
3201863,10
3301868,10
3402487,10
3503102,10
3603310,10
3703242,10
3803176,10
3903469,10
4003794,10
4103660,10
4203688,10
4303696,10
4403717,10
4503714,10
4603118,10
4703265,11
4802936,11
4903114,11
5003520,11
5103515,11
5203334,11
5303082,11
5403329,11
5503321,11
5603269,11
5702679,11
5802971,11
5903243,11
6002015,11
6102058,11
6202296,11
6301879,11
6402252,11
6501921,11
6601782,11
6702150,11
6802858,11
6902423,11
7002783,11
7103066,11
7203045,11
7303273,11
7402924,11
7502668,11
7603002,11
7702821,11
7802293,11
7901887,11
8001816,11
8102103,11
8201412,11
8301448,11
8401101,11
8500968,11
8601114,11
8701083,11
8801347,11
8901255,11
9001300,11
9100844,11
9201253,11
9301252,11
9401155,11
9501409,11
9601526,11
9701182,11
9801138,11
9900916,11
10001000,11
10101128,11
10201434,11
10301105,11
10401127,11
10501485,11
10601392,11
10701510,11
10802167,11
10901670,11
11001422,11
11100689,11
11200353,11
11300329,11
11399914,11
11499681,11
11599618,11
11699448,11
11799621,11
11899703,11
12000070,11
12100465,11
12200482,11
12300626,11
12400280,11
12500174,11
12599820,11
12699391,11
12799354,11
12899219,11
12999212,11
13099055,11
13198787,11
13298684,11
13399327,11
13499145,11
13598288,11
13698617,11
13798395,11
13898426,11
13998279,11
14098409,12
14198193,11
14298220,11
14398238,11
14498655,11
14598781,11
14699096,11
14798827,11
14898628,11
14998570,11
15098393,11
15198024,11
15298379,11
15398266,11
15497941,11
15597659,11
15698218,11
15798386,11
15898133,11
15998051,11
16098397,11
16197970,11
16298345,11
16398427,11
16498061,11
16598420,11
16698379,11
16797539,11
16897779,11
16998337,11
17098596,10
17198639,10
17298231,10
17397938,10
17498041,10
17598102,10
17697821,10
17798452,10
17899095,10
17999494,10
18100533,10
18200877,10
18301364,10
18401559,10
18501339,10
18601593,10
18701629,10
18801727,10
18901768,10
19001459,10
19101300,10
19201664,10
19301866,10
19401276,10
19500877,10
19601259,10
19701747,10
19801757,10
19901708,10
20001697,10
20101133,10
20201124,10
20301146,10
20401455,10
20501116,10
20601142,10
20701540,10
20801162,10
20901077,10
21000910,11
21100809,11
21200820,11
21300922,11
21401235,11
21501681,11
21601390,12
21700965,11
21800986,11
21900964,11
22001138,10
22101113,10
22200827,10
22300903,10
22400878,10
22500713,10
22600807,11
22700871,11
22800363,11
22900392,11
22999915,11
23099501,11
23199856,11
23300094,11
23399634,11
23499533,11
23599724,11
23699822,11
23799467,11
23899532,11
23999665,11
24099368,11
24199240,11
24298897,11
24398578,11
24499102,11
24599385,11
24699159,11
24799376,11
24898978,11
24998746,11
25098879,11
25199157,11
25299113,11
25399271,11
25499728,11
25600499,11
25700808,11
25800560,11
25901104,11
26000859,11
26101007,11
26200867,11
26300390,11
26400437,11
26500512,11
26600571,11
26701275,11
26801065,11
26901447,11
27001632,11
27100997,11
27200472,11
27300237,11
27401085,11
27501313,11
27600665,11
27700769,11
27800378,11
27900682,11
28000601,11
28100394,11
28200516,11
28301023,11
28400531,11
28501009,11
28601157,12
28701225,12
28801184,12
28901536,12
29001745,12
29101443,12
29200980,12
29301006,12
29400979,12
29500450,12
29600372,12
29700609,12
29801468,12
29901376,12
30001940,12
30102370,12
30202381,12
30302321,12
30401749,12
30501358,12
30600951,12
30700733,12
30800808,12
30900768,12
31000818,12
31101054,12
31201211,12
31300795,12
31400844,12
31500709,12
31600794,12
31700971,12
31801148,12
31901127,13
32001163,13
32100826,13
32201137,13
32300973,13
32401347,13
32500937,13
32600960,13
32700817,13
32800783,13
32899927,13
32999911,13
33099723,13
33199791,13
33299622,13
33399896,13
33499563,13
33600005,13
33699196,13
33799171,13
33898961,13
33999099,13
34098797,13
34198727,13
34298742,13
34398739,13
34498988,13
34598606,13
34698966,13
34799450,13
34899564,13
34999893,13
35100166,13
35200018,13
35300126,13
35400199,13
35500044,13
35600173,13
35700517,13
35800786,13
35900557,13
36000255,13
36100617,13
36200201,13
36300608,13
36400981,13
36501326,13
36601055,13
36701316,13
36801144,13
36900614,13
37000594,13
37100208,13
37200421,13
37300695,13
37400428,13
37500813,13
37601084,13
37700870,13
37800716,13
37900937,13
38001151,13
38100940,13
38201023,13
38300761,13
38401089,13
38501456,13
38601267,13
38701066,13
38801025,13
38901101,13
39001297,13
39100808,13
39200607,13
39300433,13
39401000,13
39500864,13
39600861,13
39700910,13
39801530,13
39901678,13
40001213,13
40100830,13
40201028,13
40300491,13
40400586,13
40500518,13
40600536,13
40699752,13
40799959,13
40899821,13
40999890,13
41099911,13
41199788,13
41299634,13
41399336,13
41498714,13
41598612,13
41698511,13
41798619,13
41898653,13
41998725,13
42098410,13
42198451,13
42298929,13
42399379,13
42499298,13
42599342,13
