AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 112 2 0 0 0 
3 97 8 0 0 0 
4 114 1 0 0 0 
5 1 6 4 0 7 
6 109 3 0 0 0 
7 1 6 0 1 8 
8 1 16 0 1 6 
9 2 12 1 0 7 
10 98 8 0 0 0 
