#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10
579 0 0 0 0 0 0 0 0 0 0 0
580 4 0 0 0 0 0 0 0 0 0 0
581 0 0 0 0 0 0 0 0 0 0 0
582 5 0 0 0 0 0 0 0 0 0 0
583 4 0 0 0 0 0 0 0 0 0 0
584 8 0 0 0 0 0 0 0 0 0 0
585 4 0 0 0 0 0 0 0 0 0 0
586 4 0 0 0 0 0 0 0 0 0 0
587 0 0 0 0 0 0 0 0 0 0 0
588 3 0 0 0 0 0 0 0 0 0 0
589 7 0 0 0 0 0 0 0 0 0 0
590 2 0 0 0 0 0 0 0 0 0 0
591 0 0 0 0 0 0 0 0 0 0 0
592 8 0 0 0 0 0 0 0 0 0 0
593 0 0 0 0 0 0 0 0 0 0 0
594 2 0 0 0 0 0 0 0 0 0 0
595 1 0 0 0 0 0 0 0 0 0 0
596 6 0 0 0 0 0 0 0 0 0 0
597 0 0 0 0 0 0 0 0 0 0 0
598 3 0 0 0 0 0 0 0 0 0 0
599 2 0 0 0 0 0 0 0 0 0 0
600 5 0 0 0 0 0 0 0 0 0 0
601 2 0 0 0 0 0 0 0 0 0 0
602 2 0 0 0 0 0 0 0 0 0 0
603 0 0 0 0 0 0 0 0 0 0 0
604 6 0 0 0 0 0 0 0 0 0 0
605 5 0 0 0 0 0 0 0 0 0 0
606 5 0 0 0 0 0 0 0 0 0 0
607 3 0 0 0 0 0 0 0 0 0 0
608 2 0 0 0 0 0 0 0 0 0 0
609 5 0 0 0 0 0 0 0 0 0 0
610 1 0 0 0 0 0 0 0 0 0 0
611 1 0 0 0 0 0 0 0 0 0 0
612 2 0 0 0 0 0 0 0 0 0 0
613 3 0 0 0 0 0 0 0 0 0 0
614 0 0 0 0 0 0 0 0 0 0 0
615 5 0 0 0 0 0 0 0 0 0 0
616 8 0 0 0 0 0 0 0 0 0 0
617 0 0 0 0 0 0 0 0 0 0 0
618 4 0 0 0 0 0 0 0 0 0 0
619 4 0 0 0 0 0 0 0 0 0 0
620 5 0 0 0 0 0 0 0 0 0 0
621 6 0 0 0 0 0 0 0 0 0 0
622 3 0 0 0 0 0 0 0 0 0 0
623 8 0 0 0 0 0 0 0 0 0 0
624 3 0 0 0 0 0 0 0 0 0 0
625 8 0 0 0 0 0 0 0 0 0 0
626 6 0 0 0 0 0 0 0 0 0 0
627 2 0 0 0 0 0 0 0 0 0 0
628 3 0 0 0 0 0 0 0 0 0 0
629 4 0 0 0 0 0 0 0 0 0 0
630 2 0 0 0 0 0 0 0 0 0 0
631 4 0 0 0 0 0 0 0 0 0 0
632 3 0 0 0 0 0 0 0 0 0 0
633 1 0 0 0 0 0 0 0 0 0 0
634 2 0 0 0 0 0 0 0 0 0 0
635 4 0 0 0 0 0 0 0 0 0 0
636 0 0 0 0 0 0 0 0 0 0 0
637 4 0 0 0 0 0 0 0 0 0 0
638 0 0 0 0 0 0 0 0 0 0 0
639 3 0 0 0 0 0 0 0 0 0 0
640 0 0 0 0 0 0 0 0 0 0 0
641 4 0 0 0 0 0 0 0 0 0 0
642 3 0 0 0 0 0 0 0 0 0 0
643 5 0 0 0 0 0 0 0 0 0 0
644 1 0 0 0 0 0 0 0 0 0 0
645 3 0 0 0 0 0 0 0 0 0 0
646 2 0 0 0 0 0 0 0 0 0 0
647 4 0 0 0 0 0 0 0 0 0 0
648 2 0 0 0 0 0 0 0 0 0 0
649 2 0 0 0 0 0 0 0 0 0 0
650 7 0 0 0 0 0 0 0 0 0 0
651 6 0 0 0 0 0 0 0 0 0 0
652 3 0 0 0 0 0 0 0 0 0 0
653 2 0 0 0 0 0 0 0 0 0 0
654 3 0 0 0 0 0 0 0 0 0 0
655 5 0 0 0 0 0 0 0 0 0 0
656 3 0 0 0 0 0 0 0 0 0 0
657 3 0 0 0 0 0 0 0 0 0 0
658 4 0 0 0 0 0 0 0 0 0 0
659 3 0 0 0 0 0 0 0 0 0 0
660 2 0 0 0 0 0 0 0 0 0 0
661 1 0 0 0 0 0 0 0 0 0 0
662 3 0 0 0 0 0 0 0 0 0 0
663 2 0 0 0 0 0 0 0 0 0 0
664 3 0 0 0 0 0 0 0 0 0 0
665 1 0 0 0 0 0 0 0 0 0 0
666 3 0 0 0 0 0 0 0 0 0 0
667 1 0 0 0 0 0 0 0 0 0 0
668 2 0 0 0 0 0 0 0 0 0 0
669 2 0 0 0 0 0 0 0 0 0 0
670 2 0 0 0 0 0 0 0 0 0 0
671 4 0 0 0 0 0 0 0 0 0 0
672 1 0 0 0 0 0 0 0 0 0 0
673 3 0 0 0 0 0 0 0 0 0 0
674 3 0 0 0 0 0 0 0 0 0 0
675 3 0 0 0 0 0 0 0 0 0 0
676 3 0 0 0 0 0 0 0 0 0 0
677 5 0 0 0 0 0 0 0 0 0 0
678 4 0 0 0 0 0 0 0 0 0 0
679 0 0 0 0 0 0 0 0 0 0 0
680 0 0 0 0 0 0 0 0 0 0 0
681 4 0 0 0 0 0 0 0 0 0 0
682 3 0 0 0 0 0 0 0 0 0 0
683 2 0 0 0 0 0 0 0 0 0 0
684 0 0 0 0 0 0 0 0 0 0 0
685 2 0 0 0 0 0 0 0 0 0 0
686 2 0 0 0 0 0 0 0 0 0 0
687 6 0 0 0 0 0 0 0 0 0 0
688 3 0 0 0 0 0 0 0 0 0 0
689 1 0 0 0 0 0 0 0 0 0 0
690 0 0 0 0 0 0 0 0 0 0 0
691 4 0 0 0 0 0 0 0 0 0 0
692 3 0 0 0 0 0 0 0 0 0 0
693 3 0 0 0 0 0 0 0 0 0 0
694 0 0 0 0 0 0 0 0 0 0 0
695 0 0 0 0 0 0 0 0 0 0 0
696 6 0 0 0 0 0 0 0 0 0 0
697 2 0 0 0 0 0 0 0 0 0 0
698 3 0 0 0 0 0 0 0 0 0 0
699 3 0 0 0 0 0 0 0 0 0 0
700 3 0 0 0 0 0 0 0 0 0 0
701 4 0 0 0 0 0 0 0 0 0 0
702 5 0 0 0 0 0 0 0 0 0 0
703 1 0 0 0 0 0 0 0 0 0 0
704 5 0 0 0 0 0 0 0 0 0 0
705 4 0 0 0 0 0 0 0 0 0 0
706 6 0 0 0 0 0 0 0 0 0 0
707 2 0 0 0 0 0 0 0 0 0 0
708 2 0 0 0 0 0 0 0 0 0 0
709 2 0 0 0 0 0 0 0 0 0 0
710 3 0 0 0 0 0 0 0 0 0 0
711 2 0 0 0 0 0 0 0 0 0 0
712 3 0 0 0 0 0 0 0 0 0 0
713 7 0 0 0 0 0 0 0 0 0 0
714 4 0 0 0 0 0 0 0 0 0 0
715 4 0 0 0 0 0 0 0 0 0 0
716 5 0 0 0 0 0 0 0 0 0 0
717 1 0 0 0 0 0 0 0 0 0 0
718 4 0 0 0 0 0 0 0 0 0 0
719 0 0 0 0 0 0 0 0 0 0 0
720 0 0 0 0 0 0 0 0 0 0 0
721 2 0 0 0 0 0 0 0 0 0 0
722 0 0 0 0 0 0 0 0 0 0 0
723 1 0 0 0 0 0 0 0 0 0 0
724 4 0 0 0 0 0 0 0 0 0 0
725 3 0 0 0 0 0 0 0 0 0 0
726 0 0 0 0 0 0 0 0 0 0 0
727 3 0 0 0 0 0 0 0 0 0 0
728 2 0 0 0 0 0 0 0 0 0 0
729 0 0 0 0 0 0 0 0 0 0 0
730 0 0 0 0 0 0 0 0 0 0 0
731 3 0 0 0 0 0 0 0 0 0 0
732 1 0 0 0 0 0 0 0 0 0 0
733 0 0 0 0 0 0 0 0 0 0 0
734 0 0 0 0 0 0 0 0 0 0 0
735 4 0 0 0 0 0 0 0 0 0 0
736 0 0 0 0 0 0 0 0 0 0 0
737 0 0 0 0 0 0 0 0 0 0 0
738 4 0 0 0 0 0 0 0 0 0 0
739 5 0 0 0 0 0 0 0 0 0 0
740 0 0 0 0 0 0 0 0 0 0 0
741 2 0 0 0 0 0 0 0 0 0 0
742 5 0 0 0 0 0 0 0 0 0 0
743 2 0 0 0 0 0 0 0 0 0 0
744 6 0 0 0 0 0 0 0 0 0 0
745 1 0 0 0 0 0 0 0 0 0 0
746 5 0 0 0 0 0 0 0 0 0 0
747 0 0 0 0 0 0 0 0 0 0 0
748 0 0 0 0 0 0 0 0 0 0 0
749 2 0 0 0 0 0 0 0 0 0 0
750 5 0 0 0 0 0 0 0 0 0 0
751 5 0 0 0 0 0 0 0 0 0 0
752 4 0 0 0 0 0 0 0 0 0 0
753 3 0 0 0 0 0 0 0 0 0 0
754 7 0 0 0 0 0 0 0 0 0 0
755 6 0 0 0 0 0 0 0 0 0 0
756 2 0 0 0 0 0 0 0 0 0 0
757 6 0 0 0 0 0 0 0 0 0 0
758 3 0 0 0 0 0 0 0 0 0 0
759 4 0 0 0 0 0 0 0 0 0 0
760 2 0 0 0 0 0 0 0 0 0 0
761 1 0 0 0 0 0 0 0 0 0 0
762 1 0 0 0 0 0 0 0 0 0 0
763 1 0 0 0 0 0 0 0 0 0 0
764 2 0 0 0 0 0 0 0 0 0 0
765 4 0 0 0 0 0 0 0 0 0 0
766 3 0 0 0 0 0 0 0 0 0 0
767 0 0 0 0 0 0 0 0 0 0 0
768 4 0 0 0 0 0 0 0 0 0 0
769 2 0 0 0 0 0 0 0 0 0 0
770 3 0 0 0 0 0 0 0 0 0 0
771 0 0 0 0 0 0 0 0 0 0 0
772 1 0 0 0 0 0 0 0 0 0 0
773 5 0 0 0 0 0 0 0 0 0 0
774 0 0 0 0 0 0 0 0 0 0 0
775 2 0 0 0 0 0 0 0 0 0 0
776 5 0 0 0 0 0 0 0 0 0 0
777 2 0 0 0 0 0 0 0 0 0 0
778 2 0 0 0 0 0 0 0 0 0 0
779 7 0 0 0 0 0 0 0 0 0 0
780 2 0 0 0 0 0 0 0 0 0 0
781 2 0 0 0 0 0 0 0 0 0 0
782 1 0 0 0 0 0 0 0 0 0 0
783 2 0 0 0 0 0 0 0 0 0 0
784 3 0 0 0 0 0 0 0 0 0 0
785 4 0 0 0 0 0 0 0 0 0 0
786 1 0 0 0 0 0 0 0 0 0 0
787 2 0 0 0 0 0 0 0 0 0 0
788 3 0 0 0 0 0 0 0 0 0 0
789 6 0 0 0 0 0 0 0 0 0 0
790 2 0 0 0 0 0 0 0 0 0 0
791 4 0 0 0 0 0 0 0 0 0 0
792 3 0 0 0 0 0 0 0 0 0 0
793 0 0 0 0 0 0 0 0 0 0 0
794 0 0 0 0 0 0 0 0 0 0 0
795 2 0 0 0 0 0 0 0 0 0 0
796 1 0 0 0 0 0 0 0 0 0 0
797 3 0 0 0 0 0 0 0 0 0 0
798 8 0 0 0 0 0 0 0 0 0 0
799 7 0 0 0 0 0 0 0 0 0 0
800 0 0 0 0 0 0 0 0 0 0 0
801 1 0 0 0 0 0 0 0 0 0 0
802 3 0 0 0 0 0 0 0 0 0 0
803 6 0 0 0 0 0 0 0 0 0 0
804 4 0 0 0 0 0 0 0 0 0 0
805 4 0 0 0 0 0 0 0 0 0 0
806 3 0 0 0 0 0 0 0 0 0 0
807 8 0 0 0 0 0 0 0 0 0 0
808 5 0 0 0 0 0 0 0 0 0 0
809 1 0 0 0 0 0 0 0 0 0 0
810 2 0 0 0 0 0 0 0 0 0 0
811 0 0 0 0 0 0 0 0 0 0 0
812 3 0 0 0 0 0 0 0 0 0 0
813 2 0 0 0 0 0 0 0 0 0 0
814 2 0 0 0 0 0 0 0 0 0 0
815 2 0 0 0 0 0 0 0 0 0 0
816 2 0 0 0 0 0 0 0 0 0 0
817 0 0 0 0 0 0 0 0 0 0 0
818 7 0 0 0 0 0 0 0 0 0 0
819 3 0 0 0 0 0 0 0 0 0 0
820 1 0 0 0 0 0 0 0 0 0 0
821 3 0 0 0 0 0 0 0 0 0 0
822 3 0 0 0 0 0 0 0 0 0 0
823 2 0 0 0 0 0 0 0 0 0 0
824 0 0 0 0 0 0 0 0 0 0 0
825 0 0 0 0 0 0 0 0 0 0 0
826 2 0 0 0 0 0 0 0 0 0 0
827 0 0 0 0 0 0 0 0 0 0 0
828 3 0 0 0 0 0 0 0 0 0 0
829 2 0 0 0 0 0 0 0 0 0 0
830 0 0 0 0 0 0 0 0 0 0 0
831 3 0 0 0 0 0 0 0 0 0 0
832 0 0 0 0 0 0 0 0 0 0 0
833 5 0 0 0 0 0 0 0 0 0 0
834 3 0 0 0 0 0 0 0 0 0 0
835 2 0 0 0 0 0 0 0 0 0 0
836 1 0 0 0 0 0 0 0 0 0 0
837 5 0 0 0 0 0 0 0 0 0 0
838 3 0 0 0 0 0 0 0 0 0 0
839 1 0 0 0 0 0 0 0 0 0 0
840 5 0 0 0 0 0 0 0 0 0 0
841 4 0 0 0 0 0 0 0 0 0 0
842 1 0 0 0 0 0 0 0 0 0 0
843 0 0 0 0 0 0 0 0 0 0 0
844 3 0 0 0 0 0 0 0 0 0 0
845 2 0 0 0 0 0 0 0 0 0 0
846 2 0 0 0 0 0 0 0 0 0 0
847 2 0 0 0 0 0 0 0 0 0 0
848 4 0 0 0 0 0 0 0 0 0 0
849 1 0 0 0 0 0 0 0 0 0 0
850 2 0 0 0 0 0 0 0 0 0 0
851 3 0 0 0 0 0 0 0 0 0 0
852 2 0 0 0 0 0 0 0 0 0 0
853 2 0 0 0 0 0 0 0 0 0 0
854 0 0 0 0 0 0 0 0 0 0 0
855 2 0 0 0 0 0 0 0 0 0 0
856 1 0 0 0 0 0 0 0 0 0 0
857 3 0 0 0 0 0 0 0 0 0 0
858 3 0 0 0 0 0 0 0 0 0 0
859 2 0 0 0 0 0 0 0 0 0 0
860 1 0 0 0 0 0 0 0 0 0 0
861 3 0 0 0 0 0 0 0 0 0 0
862 0 0 0 0 0 0 0 0 0 0 0
863 3 0 0 0 0 0 0 0 0 0 0
864 0 0 0 0 0 0 0 0 0 0 0
865 0 0 0 0 0 0 0 0 0 0 0
866 1 0 0 0 0 0 0 0 0 0 0
867 3 0 0 0 0 0 0 0 0 0 0
868 0 0 0 0 0 0 0 0 0 0 0
869 3 0 0 0 0 0 0 0 0 0 0
870 1 0 0 0 0 0 0 0 0 0 0
871 2 0 0 0 0 0 0 0 0 0 0
872 0 0 0 0 0 0 0 0 0 0 0
873 0 0 0 0 0 0 0 0 0 0 0
874 0 0 0 0 0 0 0 0 0 0 0
875 2 0 0 0 0 0 0 0 0 0 0
876 5 0 0 0 0 0 0 0 0 0 0
877 3 0 0 0 0 0 0 0 0 0 0
878 4 0 0 0 0 0 0 0 0 0 0
879 2 0 0 0 0 0 0 0 0 0 0
880 0 0 0 0 0 0 0 0 0 0 0
881 1 0 0 0 0 0 0 0 0 0 0
882 4 0 0 0 0 0 0 0 0 0 0
883 4 0 0 0 0 0 0 0 0 0 0
884 0 0 0 0 0 0 0 0 0 0 0
885 7 0 0 0 0 0 0 0 0 0 0
886 3 0 0 0 0 0 0 0 0 0 0
887 4 0 0 0 0 0 0 0 0 0 0
888 0 0 0 0 0 0 0 0 0 0 0
889 3 0 0 0 0 0 0 0 0 0 0
890 2 0 0 0 0 0 0 0 0 0 0
891 0 0 0 0 0 0 0 0 0 0 0
892 0 0 0 0 0 0 0 0 0 0 0
893 2 0 0 0 0 0 0 0 0 0 0
894 3 0 0 0 0 0 0 0 0 0 0
895 5 0 0 0 0 0 0 0 0 0 0
896 1 0 0 0 0 0 0 0 0 0 0
897 4 0 0 0 0 0 0 0 0 0 0
898 2 0 0 0 0 0 0 0 0 0 0
899 2 0 0 0 0 0 0 0 0 0 0
900 8 0 0 0 0 0 0 0 0 0 0
901 0 0 0 0 0 0 0 0 0 0 0
902 4 0 0 0 0 0 0 0 0 0 0
903 4 0 0 0 0 0 0 0 0 0 0
904 0 0 0 0 0 0 0 0 0 0 0
905 2 0 0 0 0 0 0 0 0 0 0
906 0 0 0 0 0 0 0 0 0 0 0
907 4 0 0 0 0 0 0 0 0 0 0
908 6 0 0 0 0 0 0 0 0 0 0
909 1 0 0 0 0 0 0 0 0 0 0
910 0 0 0 0 0 0 0 0 0 0 0
911 3 0 0 0 0 0 0 0 0 0 0
912 4 0 0 0 0 0 0 0 0 0 0
913 0 0 0 0 0 0 0 0 0 0 0
914 2 0 0 0 0 0 0 0 0 0 0
915 4 0 0 0 0 0 0 0 0 0 0
916 5 0 0 0 0 0 0 0 0 0 0
917 0 0 0 0 0 0 0 0 0 0 0
918 0 0 0 0 0 0 0 0 0 0 0
919 3 0 0 0 0 0 0 0 0 0 0
920 3 0 0 0 0 0 0 0 0 0 0
921 2 0 0 0 0 0 0 0 0 0 0
922 3 0 0 0 0 0 0 0 0 0 0
923 0 0 0 0 0 0 0 0 0 0 0
924 1 0 0 0 0 0 0 0 0 0 0
925 1 0 0 0 0 0 0 0 0 0 0
926 5 0 0 0 0 0 0 0 0 0 0
927 2 0 0 0 0 0 0 0 0 0 0
928 5 0 0 0 0 0 0 0 0 0 0
929 3 0 0 0 0 0 0 0 0 0 0
930 3 0 0 0 0 0 0 0 0 0 0
931 3 0 0 0 0 0 0 0 0 0 0
932 0 0 0 0 0 0 0 0 0 0 0
933 7 0 0 0 0 0 0 0 0 0 0
934 0 0 0 0 0 0 0 0 0 0 0
935 0 0 0 0 0 0 0 0 0 0 0
936 0 0 0 0 0 0 0 0 0 0 0
937 3 0 0 0 0 0 0 0 0 0 0
938 5 0 0 0 0 0 0 0 0 0 0
939 5 0 0 0 0 0 0 0 0 0 0
940 2 0 0 0 0 0 0 0 0 0 0
941 2 0 0 0 0 0 0 0 0 0 0
942 1 0 0 0 0 0 0 0 0 0 0
943 1 0 0 0 0 0 0 0 0 0 0
944 2 0 0 0 0 0 0 0 0 0 0
945 3 0 0 0 0 0 0 0 0 0 0
946 3 0 0 0 0 0 0 0 0 0 0
947 2 0 0 0 0 0 0 0 0 0 0
948 2 0 0 0 0 0 0 0 0 0 0
949 0 0 0 0 0 0 0 0 0 0 0
950 3 0 0 0 0 0 0 0 0 0 0
951 5 0 0 0 0 0 0 0 0 0 0
952 9 0 0 0 0 0 0 0 0 0 0
953 2 0 0 0 0 0 0 0 0 0 0
954 2 0 0 0 0 0 0 0 0 0 0
955 3 0 0 0 0 0 0 0 0 0 0
956 4 0 0 0 0 0 0 0 0 0 0
957 3 0 0 0 0 0 0 0 0 0 0
958 0 0 0 0 0 0 0 0 0 0 0
959 0 0 0 0 0 0 0 0 0 0 0
960 2 0 0 0 0 0 0 0 0 0 0
961 0 0 0 0 0 0 0 0 0 0 0
962 3 0 0 0 0 0 0 0 0 0 0
963 1 0 0 0 0 0 0 0 0 0 0
964 0 0 0 0 0 0 0 0 0 0 0
965 0 0 0 0 0 0 0 0 0 0 0
966 3 0 0 0 0 0 0 0 0 0 0
967 0 0 0 0 0 0 0 0 0 0 0
968 5 0 0 0 0 0 0 0 0 0 0
969 3 0 0 0 0 0 0 0 0 0 0
970 0 0 0 0 0 0 0 0 0 0 0
971 0 0 0 0 0 0 0 0 0 0 0
972 2 0 0 0 0 0 0 0 0 0 0
973 2 0 0 0 0 0 0 0 0 0 0
974 0 0 0 0 0 0 0 0 0 0 0
975 3 0 0 0 0 0 0 0 0 0 0
976 0 0 0 0 0 0 0 0 0 0 0
977 0 0 0 0 0 0 0 0 0 0 0
978 2 0 0 0 0 0 0 0 0 0 0
979 2 0 0 0 0 0 0 0 0 0 0
980 1 0 0 0 0 0 0 0 0 0 0
981 2 0 0 0 0 0 0 0 0 0 0
982 2 0 0 0 0 0 0 0 0 0 0
983 0 0 0 0 0 0 0 0 0 0 0
984 4 0 0 0 0 0 0 0 0 0 0
985 1 0 0 0 0 0 0 0 0 0 0
986 3 0 0 0 0 0 0 0 0 0 0
987 3 0 0 0 0 0 0 0 0 0 0
988 4 0 0 0 0 0 0 0 0 0 0
989 0 0 0 0 0 0 0 0 0 0 0
990 1 0 0 0 0 0 0 0 0 0 0
991 1 0 0 0 0 0 0 0 0 0 0
992 1 0 0 0 0 0 0 0 0 0 0
993 0 0 0 0 0 0 0 0 0 0 0
994 2 0 0 0 0 0 0 0 0 0 0
995 1 0 0 0 0 0 0 0 0 0 0
996 4 0 0 0 0 0 0 0 0 0 0
997 0 0 0 0 0 0 0 0 0 0 0
998 1 0 0 0 0 0 0 0 0 0 0
999 0 0 0 0 0 0 0 0 0 0 0
1000 2 0 0 0 0 0 0 0 0 0 0
