link load
1-2 1
2-1 1.68080189222546e-14
2-3 1
3-2 0.229592
2-4 1
4-2 0.445714
4-5 1
5-4 1.503450425379739e-16
2-6 1
6-2 0.592857
3-7 1
7-3 0.0442857
6-8 1
8-6 0.0108163
3-9 1
9-3 0.0985714
2-10 0
10-2 0.299796
