link load
2-1 1
1-2 -2.257959805524015e-15
11-1 1
1-11 0.934082
11-2 0.629184
2-11 1
11-10 1
10-11 0.522245
3-2 1
2-3 0.0102041
4-3 1
3-4 0.574694
5-4 0.0804082
4-5 1
6-5 0.353061
5-6 1
7-6 0.820612
6-7 1
8-4 1
4-8 -5.013079112823292e-15
8-7 1
7-8 1.336400378115323e-16
9-3 1
3-9 0.523061
9-8 0
8-9 1
10-9 0.15551
9-10 1
