AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 16 10 2 1 5 
2 4 14 1 2 5 
3 5 15 2 1 5 
4 1 21 3 2 3 
5 10 20 1 1 4 
6 10 14 6 1 3 
7 10 15 1 1 5 
