#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 2376 0 0 0 0 0 0 1 0 0 1 0
2 1190 0 0 0 0 0 0 0 0 0 1 0
3 793 0 0 0 0 0 0 0 0 0 0 0
4 622 0 0 0 0 0 1 0 0 0 0 0
5 483 0 0 0 0 0 0 0 0 0 0 0
6 383 0 0 0 0 0 0 0 0 0 0 0
7 327 0 0 0 0 0 0 0 0 0 0 0
8 290 0 0 0 0 0 0 0 0 0 0 0
9 250 0 0 0 0 0 0 0 0 0 0 0
10 223 0 0 0 0 0 0 0 0 0 0 0
11 207 0 0 0 0 0 0 0 0 0 0 0
12 204 0 0 0 0 0 0 0 0 0 0 0
13 184 0 0 0 0 0 0 0 0 0 0 0
14 164 0 0 0 0 0 0 0 0 0 0 0
15 146 0 0 0 0 0 0 0 0 0 0 0
16 139 0 0 0 0 0 0 0 0 0 0 0
17 130 0 0 0 0 0 0 0 0 0 0 0
18 124 0 0 0 0 0 0 0 0 0 0 0
19 125 0 0 0 0 0 0 0 0 0 0 0
20 115 0 0 0 0 0 0 0 0 0 0 0
21 124 0 0 0 0 0 0 0 0 0 0 0
22 108 0 0 0 0 0 0 0 0 0 0 0
23 109 0 0 0 0 0 0 0 0 0 0 0
24 69 0 0 0 0 0 0 0 0 0 0 0
25 98 0 0 0 0 0 0 0 0 0 0 0
26 79 0 0 0 0 0 0 0 0 0 0 0
27 82 0 0 0 0 0 0 0 0 0 0 0
28 85 0 0 0 0 0 0 0 0 0 0 0
29 85 0 0 0 0 0 0 0 0 0 0 0
30 84 0 0 0 0 0 0 0 0 0 0 0
31 65 0 0 0 0 0 0 0 0 0 0 0
32 72 0 0 0 0 0 0 0 0 0 0 0
33 85 0 0 0 0 0 0 0 0 0 0 0
34 73 0 0 0 0 0 0 0 0 0 0 0
35 62 0 0 0 0 0 0 0 0 0 0 0
36 66 0 0 0 0 0 0 0 0 0 0 0
37 88 0 0 0 0 0 0 0 0 0 0 0
38 65 0 0 0 0 0 0 0 0 0 0 0
39 55 0 0 0 0 0 0 0 0 0 0 0
40 65 0 0 0 0 0 0 0 0 0 0 0
41 47 0 0 0 0 0 0 0 0 0 0 0
42 66 0 0 0 0 0 0 0 0 0 0 0
43 51 0 0 0 0 0 0 0 0 0 0 0
44 68 0 0 0 0 0 0 0 0 0 0 0
45 50 0 0 0 0 0 0 0 0 0 0 0
46 65 0 0 0 0 0 0 0 0 0 0 0
47 39 0 0 0 0 0 0 0 0 0 0 0
48 60 0 0 0 0 0 0 0 0 0 0 0
49 47 0 0 0 0 0 0 0 0 0 0 0
50 48 0 0 0 0 0 0 0 0 0 0 0
51 39 0 0 0 0 0 0 0 0 0 0 0
52 48 0 0 0 0 0 0 0 0 0 0 0
53 55 0 0 0 0 0 0 0 0 0 0 0
54 58 0 0 0 0 0 0 0 0 0 0 0
55 40 0 0 0 0 0 0 0 0 0 0 0
56 45 0 0 0 0 0 0 0 0 0 0 0
57 40 0 0 0 0 0 0 0 0 0 0 0
58 51 0 0 0 0 0 0 0 0 0 0 0
59 43 0 0 0 0 0 0 0 0 0 0 0
60 33 0 0 0 0 0 0 0 0 0 0 0
61 42 0 0 0 0 0 0 0 0 0 0 0
62 35 0 0 0 0 0 0 0 0 0 0 0
63 28 0 0 0 0 0 0 0 0 0 0 0
64 20 0 0 0 0 0 0 0 0 0 0 0
65 42 0 0 0 0 0 0 0 0 0 0 0
66 23 0 0 0 0 0 0 0 0 0 0 0
67 39 0 0 0 0 0 0 0 0 0 0 0
68 28 0 0 0 0 0 0 0 0 0 0 0
69 24 0 0 0 0 0 0 0 0 0 0 0
70 39 0 0 0 0 0 0 0 0 0 0 0
71 31 0 0 0 0 0 0 0 0 0 0 0
72 33 0 0 0 0 0 0 0 0 0 0 0
73 26 0 0 0 0 0 0 0 0 0 0 0
74 30 0 0 0 0 0 0 0 0 0 0 0
75 33 0 0 0 0 0 0 0 0 0 0 0
76 25 0 0 0 0 0 0 0 0 0 0 0
77 29 0 0 0 0 0 0 0 0 0 0 0
78 30 0 0 0 0 0 0 0 0 0 0 0
79 26 0 0 0 0 0 0 0 0 0 0 0
80 21 0 0 0 0 0 0 0 0 0 0 0
81 25 0 0 0 0 0 0 0 0 0 0 0
82 29 0 0 0 0 0 0 0 0 0 0 0
83 30 0 0 0 0 0 0 0 0 0 0 0
84 34 0 0 0 0 0 0 0 0 0 0 0
85 30 0 0 0 0 0 0 0 0 0 0 0
86 21 0 0 0 0 0 0 0 0 0 0 0
87 31 0 0 0 0 0 0 0 0 0 0 0
88 26 0 0 0 0 0 0 0 0 0 0 0
89 28 0 0 0 0 0 0 0 0 0 0 0
90 34 0 0 0 0 0 0 0 0 0 0 0
91 33 0 0 0 0 0 0 0 0 0 0 0
92 23 0 0 0 0 0 0 0 0 0 0 0
93 29 0 0 0 0 0 0 0 0 0 0 0
94 28 0 0 0 0 0 0 0 0 0 0 0
95 18 0 0 0 0 0 0 0 0 0 0 0
96 29 0 0 0 0 0 0 0 0 0 0 0
97 19 0 0 0 0 0 0 0 0 0 0 0
98 30 0 0 0 0 0 0 0 0 0 0 0
99 24 0 0 0 0 0 0 0 0 0 0 0
100 32 0 0 0 0 0 0 0 0 0 0 0
