link load
2-1 0.152449
1-2 0
11-1 0
1-11 0
11-2 0.152449
2-11 0
11-10 0
10-11 0.152449
3-2 0
2-3 0
4-3 1
3-4 1
5-4 0.79551
4-5 1
6-5 0.79551
5-6 1
7-6 1
6-7 1
8-4 0.20449
4-8 0
8-7 0.79551
7-8 1
9-3 0
3-9 0
9-8 0
8-9 0.140204
10-9 0
9-10 0.140204
