link load
2-1 1
1-2 0.262857
11-1 1
1-11 0.580612
11-2 1
2-11 1
11-10 1
10-11 0.703673
3-2 1
2-3 0.702857
4-3 0.914286
3-4 1
5-4 0.195306
4-5 1
6-5 1
5-6 0.923265
7-6 0.711224
6-7 1
8-4 1
4-8 0.508163
8-7 1
7-8 5.568334908813847e-18
9-3 1
3-9 0.617143
9-8 0.0273469
8-9 1
10-9 0.00591837
9-10 1
