link load
2-1 1
1-2 0
11-1 1
1-11 0.193878
11-2 1
2-11 0.54898
11-10 0.902041
10-11 1
3-2 1
2-3 1
4-3 1
3-4 1
5-4 0.000612245
4-5 1
6-5 1
5-6 0.785918
7-6 1
6-7 0.237755
8-4 1
4-8 0.000612245
8-7 1
7-8 3.266756479837456e-16
9-3 1
3-9 1
9-8 0.173673
8-9 1
10-9 0.000204082
9-10 1
