link load
1-2 0.9836734693877325
2-1 0.9999999999999996
1-3 0.9999999999999998
3-1 0.7495918367347241
1-4 1
4-1 0.7848979591836014
2-5 1
5-2 0.8548979591836995
5-6 0.9999999999999998
6-5 0.7520408163265566
1-7 0.9999999999999999
7-1 0.9720408163265515
6-8 1
8-6 0.8651020408163625
8-9 0.9999999999999998
9-8 0.5506122448980072
6-10 0.9999999999999999
10-6 0.641020408163242
