link load
2-1 0
1-2 0
11-1 0
1-11 0
11-2 0
2-11 0.0357143
11-10 1
10-11 0.835714
3-2 0
2-3 0
4-3 0.114286
3-4 0
5-4 -3.712223272542564e-18
4-5 0.0285714
6-5 1
5-6 1
7-6 0
6-7 0
8-4 0.114286
4-8 0
8-7 0.0214286
7-8 0
9-3 0
3-9 0.114286
9-8 0
8-9 0.192857
10-9 0
9-10 0.378571
