AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 1 5 2 1 1 
2 3 5 2 1 0 
3 1 5 2 0 0 
4 2 5 2 0 0 
5 11 5 2 1 1 
6 2 5 2 1 0 
7 2 5 2 1 1 
8 3 5 2 1 1 
9 3 5 2 1 1 
10 3 4 2 1 0 
