AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 7 2 0 0 9 
2 0 0 0 0 10 
3 0 0 2 3 7 
4 0 0 0 1 9 
5 0 0 0 0 10 
6 6 2 0 0 9 
7 26 11 2 1 4 
8 2 14 0 0 7 
9 0 9 1 1 7 
10 0 0 2 3 7 
