link load
2-1 0.999796
1-2 0
11-1 1
1-11 0
11-2 0.0334694
2-11 0.452857
11-10 0
10-11 0.339592
3-2 1
2-3 0.452041
4-3 1
3-4 0.452041
5-4 0.105714
4-5 0.105714
6-5 1
5-6 1
7-6 1
6-7 1
8-4 1
4-8 0.452041
8-7 1
7-8 1
9-3 1
3-9 1
9-8 0.660408
8-9 1
10-9 0.660408
9-10 1
