AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 1 3 5 3 5 
2 0 1 2 4 6 
3 8 28 2 1 2 
4 9 19 4 1 3 
5 0 25 0 0 5 
6 0 2 1 3 7 
7 7 16 1 1 5 
8 45 0 1 1 5 
9 11 31 2 0 2 
10 1 26 3 2 2 
