AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 44 36 155 
4 0 0 36 20 170 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 42 32 159 
8 0 0 0 0 0 
9 0 0 38 8 178 
10 0 0 38 22 168 
