link load
2-1 1
1-2 1
11-1 1
1-11 1
11-2 0
2-11 1
11-10 1
10-11 0
3-2 1
2-3 0
4-3 0
3-4 0
5-4 0.655714
4-5 1
6-5 0.977347
5-6 1
7-6 0.998776
6-7 1
8-4 1
4-8 0.904286
8-7 1
7-8 1
9-3 1
3-9 0
9-8 1
8-9 1
10-9 1
9-10 0
