#rank requests AS=1 AS=2 AS=3 AS=4 AS=5 AS=6 AS=7 AS=8 AS=9 AS=10 AS=11
1 2373 0 0 0 0 0 0 0 0 0 0 0
2 1130 0 0 0 0 0 0 0 0 0 0 0
3 806 0 0 0 0 0 0 0 0 0 0 0
4 579 0 0 0 0 0 0 0 0 0 0 0
5 485 0 0 0 0 0 0 0 0 0 0 0
6 439 0 0 0 0 0 0 0 0 0 0 0
7 339 0 0 0 0 0 0 0 0 0 0 0
8 326 0 0 0 0 0 0 0 0 0 0 0
9 254 0 0 0 0 0 0 0 0 0 0 0
10 245 0 0 0 0 0 0 0 0 0 0 0
11 229 0 0 0 0 0 0 0 0 0 0 0
12 191 0 0 0 0 0 0 0 0 0 0 0
13 202 0 0 0 0 0 0 0 0 0 0 0
14 144 0 0 0 0 0 0 0 0 0 0 0
15 165 0 0 0 0 0 0 0 0 0 0 0
16 151 0 0 0 0 0 0 0 0 0 0 0
17 150 0 0 0 0 0 0 0 0 0 0 0
18 117 0 0 0 0 0 0 0 0 0 0 0
19 114 0 0 0 0 0 0 0 0 0 0 0
20 129 0 0 0 0 0 0 0 0 0 0 0
21 120 0 0 0 0 0 0 0 0 0 0 0
22 96 0 0 0 0 0 0 0 0 0 0 0
23 113 0 0 0 0 0 0 0 0 0 0 0
24 106 0 0 0 0 0 0 0 0 0 0 0
25 87 0 0 0 0 0 0 0 0 0 0 0
26 77 0 0 0 0 0 0 0 0 0 0 0
27 79 0 0 0 0 0 0 0 0 0 0 0
28 88 0 0 0 0 0 0 0 0 0 0 0
29 89 0 0 0 0 0 0 0 0 0 0 0
30 79 0 0 0 0 0 0 0 0 0 0 0
31 79 0 0 0 0 0 0 0 0 0 0 0
32 70 0 0 0 0 0 0 0 0 0 0 0
33 73 0 0 0 0 0 0 0 0 0 0 0
34 72 0 0 0 0 0 0 0 0 0 0 0
35 60 0 0 0 0 0 0 0 0 0 0 0
36 69 0 0 0 0 0 0 0 0 0 0 0
37 57 0 0 0 0 0 0 0 0 0 0 0
38 58 0 0 0 0 0 0 0 0 0 0 0
39 67 0 0 0 0 0 0 0 0 0 0 0
40 50 0 0 0 0 0 0 0 0 0 0 0
41 70 0 0 0 0 0 0 0 0 0 0 0
42 66 0 0 0 0 0 0 0 0 0 0 0
43 62 0 0 0 0 0 0 0 0 0 0 0
44 50 0 0 0 0 0 0 0 0 0 0 0
45 50 0 0 0 0 0 0 0 0 0 0 0
46 59 0 0 0 0 0 0 0 0 0 0 0
47 53 0 0 0 0 0 0 0 0 0 0 0
48 42 0 0 0 0 0 0 0 0 0 0 0
49 44 0 0 0 0 0 0 0 0 0 0 0
50 49 0 0 0 0 0 0 0 0 0 0 0
51 44 0 0 0 0 0 0 0 0 0 0 0
52 36 0 0 0 0 0 0 0 0 0 0 0
53 39 0 0 0 0 0 0 0 0 0 0 0
54 35 0 0 0 0 0 0 0 0 0 0 0
55 36 0 0 0 0 0 0 0 0 0 0 0
56 41 0 0 0 0 0 0 0 0 0 0 0
57 37 0 0 0 0 0 0 0 0 0 0 0
58 49 0 0 0 0 0 0 0 0 0 0 0
59 29 0 0 0 0 0 0 0 0 0 0 0
60 34 0 0 0 0 0 0 0 0 0 0 0
61 41 0 0 0 0 0 0 0 0 0 0 0
62 35 0 0 0 0 0 0 0 0 0 0 0
63 32 0 0 0 0 0 0 0 0 0 0 0
64 36 0 0 0 0 0 0 0 0 0 0 0
65 39 0 0 0 0 0 0 0 0 0 0 0
66 36 0 0 0 0 0 0 0 0 0 0 0
67 38 0 0 0 0 0 0 0 0 0 0 0
68 38 0 0 0 0 0 0 0 0 0 0 0
69 32 0 0 0 0 0 0 0 0 0 0 0
70 25 0 0 0 0 0 0 0 0 0 0 0
71 39 0 0 0 0 0 0 0 0 0 0 0
72 37 0 0 0 0 0 0 0 0 0 0 0
73 24 0 0 0 0 0 0 0 0 0 0 0
74 28 0 0 0 0 0 0 0 0 0 0 0
75 26 0 0 0 0 0 0 0 0 0 0 0
76 30 0 0 0 0 0 0 0 0 0 0 0
77 39 0 0 0 0 0 0 0 0 0 0 0
78 28 0 0 0 0 0 0 0 0 0 0 0
79 34 0 0 0 0 0 0 0 0 0 0 0
80 24 0 0 0 0 0 0 0 0 0 0 0
81 29 0 0 0 0 0 0 0 0 0 0 0
82 27 0 0 0 0 0 0 0 0 0 0 0
83 31 0 0 0 0 0 0 0 0 0 0 0
84 20 0 0 0 0 0 0 0 0 0 0 0
85 26 0 0 0 0 0 0 0 0 0 0 0
86 31 0 0 0 0 0 0 0 0 0 0 0
87 22 0 0 0 0 0 0 0 0 0 0 0
88 24 0 0 0 0 0 0 0 0 0 0 0
89 17 0 0 0 0 0 0 0 0 0 0 0
90 23 0 0 0 0 0 0 0 0 0 0 0
91 28 0 0 0 0 0 0 0 0 0 0 0
92 24 0 0 0 0 0 0 0 0 0 0 0
93 22 0 0 0 0 0 0 0 0 0 0 0
94 26 0 0 0 0 0 0 0 0 0 0 0
95 21 0 0 0 0 0 0 0 0 0 0 0
96 28 0 0 0 0 0 0 0 0 0 0 0
97 22 0 0 0 0 0 0 0 0 0 0 0
98 25 0 0 0 0 0 0 0 0 0 0 0
99 24 0 0 0 0 0 0 0 0 0 0 0
100 30 0 0 0 0 0 0 0 0 0 0 0
