AS #q=1 #q=2 #q=3 #q=4 #q=5 
1 0 2 2 2 2 
2 0 2 1 0 0 
3 0 2 1 1 0 
4 0 2 2 0 1 
5 2 2 2 2 2 
6 0 2 2 0 0 
7 2 2 2 2 2 
8 2 2 2 2 2 
9 2 2 2 2 2 
10 2 2 1 0 0 
