link load
2-1 1
1-2 0.00571429
11-1 1
1-11 0.328776
11-2 0.628163
2-11 1
11-10 1
10-11 0.912653
3-2 1
2-3 0.135918
4-3 1
3-4 0.769184
5-4 0.0197959
4-5 1
6-5 0.792245
5-6 1
7-6 1
6-7 0.913061
8-4 1
4-8 0
8-7 1
7-8 0
9-3 1
3-9 0.63
9-8 0.00428571
8-9 1
10-9 0.0044898
9-10 1
