link load
1-2 0.0214286
2-1 0.814286
2-3 1
3-2 0.507143
1-4 1
4-1 0.0214286
3-5 1
5-3 0.907143
5-6 1
6-5 0.414286
3-7 0.914286
7-3 0.0714286
7-8 1
8-7 0.05
5-9 1
9-5 0.0285714
3-10 1
10-3 0.414286
